,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Year,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23,Chg_Avg_Spnd_Per_Dsg_Unt_22_23,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Avg_Spnd_Per_Dsg_Unt_Wghtd,Outlier_Flag,Tot_Benes,Tot_Clms,Tot_Dsg_Unts,Tot_Spndng,ATC_Codes,Disease_Category
39066,Luzu,Luliconazole,1,Overall,2020,0.0008303273,-0.004594478,831.79087719,544.96643678,7.9818316498,0.0,57.0,87.0,5940.0,47412.08,D01AC,Other / Not classified
39067,Luzu,Luliconazole,1,Overall,2021,0.0008303273,-0.004594478,714.41087719,550.28945946,7.891748062,0.0,57.0,74.0,5160.0,40721.42,D01AC,Other / Not classified
39068,Luzu,Luliconazole,1,Overall,2022,0.0008303273,-0.004594478,828.13125,509.61923077,8.1790740741,0.0,32.0,52.0,3240.0,26500.2,D01AC,Other / Not classified
39069,Luzu,Luliconazole,1,Overall,2023,0.0008303273,-0.004594478,695.15846154,488.48972973,8.1414954955,0.0,26.0,37.0,2220.0,18074.12,D01AC,Other / Not classified
39075,Lybalvi,Olanzapine/Samidorphan Malate,1,Overall,2019,0.0427244166,0.0659941203,,,,nan,,,,,,Other / Not classified
39076,Lybalvi,Olanzapine/Samidorphan Malate,1,Overall,2020,0.0427244166,0.0659941203,,,,nan,,,,,,Other / Not classified
39077,Lybalvi,Olanzapine/Samidorphan Malate,1,Overall,2021,0.0427244166,0.0659941203,2209.5749086,1455.3176096,48.430726333,0.0,766.0,1163.0,34948.0,1692534.38,,Other / Not classified
39078,Lybalvi,Olanzapine/Samidorphan Malate,1,Overall,2022,0.0427244166,0.0659941203,6816.7909382,1478.3867097,49.39753293,0.0,5745.0,26490.0,792801.5,39162463.94,,Other / Not classified
39079,Lybalvi,Olanzapine/Samidorphan Malate,1,Overall,2023,0.0427244166,0.0659941203,9730.8859269,1591.5474922,52.657479659,0.0,9246.0,56531.0,1708605.0,89971771.28,,Other / Not classified
39085,Lyleq,Norethindrone,1,Overall,2019,0.6355689528,0.6355689528,,,,nan,,,,,G03AA|G03AB|G03AC|G03DC,Other / Not classified
39086,Lyleq,Norethindrone,1,Overall,2020,0.6355689528,0.6355689528,,,,nan,,,,,G03AA|G03AB|G03AC|G03DC,Other / Not classified
39087,Lyleq,Norethindrone,1,Overall,2021,0.6355689528,0.6355689528,,,,nan,,,,,G03AA|G03AB|G03AC|G03DC,Other / Not classified
39089,Lyleq,Norethindrone,1,Overall,2023,0.6355689528,0.6355689528,50.641481481,30.384888889,0.5883476764,0.0,27.0,45.0,2324.0,1367.32,G03AA|G03AB|G03AC|G03DC,Other / Not classified
39095,Lyllana,Estradiol,1,Overall,2019,-0.013992506,-0.046883871,,,,nan,,,,,G03AA|G03AB|G03CA,Other / Not classified
39097,Lyllana,Estradiol,1,Overall,2021,-0.013992506,-0.046883871,295.08624942,158.89830483,8.8453251647,0.0,2141.0,3976.0,71447.0,631779.66,G03AA|G03AB|G03CA,Other / Not classified
39098,Lyllana,Estradiol,1,Overall,2022,-0.013992506,-0.046883871,400.8416276,155.41517064,9.1106039696,0.0,3840.0,9904.0,169003.0,1539231.85,G03AA|G03AB|G03CA,Other / Not classified
39099,Lyllana,Estradiol,1,Overall,2023,-0.013992506,-0.046883871,358.90969643,149.23073269,8.6834635891,0.0,5567.0,13389.0,230023.0,1998050.28,G03AA|G03AB|G03CA,Other / Not classified
39105,Lynparza,Olaparib,1,Overall,2019,0.0319526695,0.0689759024,62140.505095,13256.460173,119.93330039,0.0,3908.0,18319.0,2024852.999,242845093.91,L01XK,Other / Not classified
39106,Lynparza,Olaparib,1,Overall,2020,0.0319526695,0.0689759024,67239.317534,13177.256919,122.1129083,0.0,5337.0,27233.0,2938731.0,358856237.68,L01XK,Other / Not classified
39107,Lynparza,Olaparib,1,Overall,2021,0.0319526695,0.0689759024,72252.19726,13212.226707,123.71000526,0.0,5905.0,32292.0,3448748.0,426649224.82,L01XK,Other / Not classified
39108,Lynparza,Olaparib,1,Overall,2022,0.0319526695,0.0689759024,76455.407771,13391.474457,127.23628647,0.0,6026.0,34404.0,3620987.0,460720287.23,L01XK,Other / Not classified
39109,Lynparza,Olaparib,1,Overall,2023,0.0319526695,0.0689759024,81592.198329,14144.447138,136.01252414,0.0,5974.0,34461.0,3583679.0,487431792.82,L01XK,Other / Not classified
39115,Lyrica,Pregabalin,1,Overall,2019,0.0607260632,0.0982698733,2647.7920423,588.53464136,7.8638521253,0.0,765098.0,3442143.0,258098613.31,2025820396.0,N02BF,Other / Not classified
39116,Lyrica,Pregabalin,1,Overall,2020,0.0607260632,0.0982698733,2624.9170542,671.75255481,7.8785950315,0.0,56137.0,219359.0,18761951.5,147354968.67,N02BF,Other / Not classified
39117,Lyrica,Pregabalin,1,Overall,2021,0.0607260632,0.0982698733,3937.9857624,780.44320249,8.5989994821,0.0,23084.0,116478.0,10613110.0,90904463.34,N02BF,Other / Not classified
39118,Lyrica,Pregabalin,1,Overall,2022,0.0607260632,0.0982698733,4986.0896541,851.57567339,9.0644034601,0.0,15787.0,92435.0,8701728.5,78715397.37,N02BF,Other / Not classified
39119,Lyrica,Pregabalin,1,Overall,2023,0.0607260632,0.0982698733,5402.7024414,948.28743006,9.9551612395,0.0,13275.0,75632.0,7208628.0,71720874.91,N02BF,Other / Not classified
39125,Lyrica Cr,Pregabalin,1,Overall,2019,0.0600441628,0.1047585219,2095.9227194,536.80619715,13.651444865,0.0,1151.0,4494.0,176714.0,2412407.05,N02BF,Other / Not classified
39126,Lyrica Cr,Pregabalin,1,Overall,2020,0.0600441628,0.1047585219,2555.7319531,606.06869962,14.343960112,0.0,1065.0,4491.0,189762.0,2721854.53,N02BF,Other / Not classified
39127,Lyrica Cr,Pregabalin,1,Overall,2021,0.0600441628,0.1047585219,2684.4039221,696.78210108,15.157706478,0.0,719.0,2770.0,127332.0,1930086.42,N02BF,Other / Not classified
39128,Lyrica Cr,Pregabalin,1,Overall,2022,0.0600441628,0.1047585219,2780.6090741,800.10420959,15.602963575,0.0,162.0,563.0,28844.0,450458.67,N02BF,Other / Not classified
39129,Lyrica Cr,Pregabalin,1,Overall,2023,0.0600441628,0.1047585219,4421.2415385,1045.0207273,17.237506978,0.0,91.0,385.0,23375.0,402332.98,N02BF,Other / Not classified
39135,Lysodren,Mitotane,1,Overall,2019,0.1121437314,0.094871837,6457.1343678,1783.3990159,8.5135475218,0.0,174.0,630.0,131971.0,1123541.38,L01XX,Other / Not classified
39136,Lysodren,Mitotane,1,Overall,2020,0.1121437314,0.094871837,9219.200117,1876.7657381,9.4420546944,0.0,171.0,840.0,166964.0,1576483.22,L01XX,Other / Not classified
39137,Lysodren,Mitotane,1,Overall,2021,0.1121437314,0.094871837,9855.8471429,1876.6962824,10.280202722,0.0,147.0,772.0,140932.0,1448809.53,L01XX,Other / Not classified
39138,Lysodren,Mitotane,1,Overall,2022,0.1121437314,0.094871837,12569.054615,2188.3621875,11.895726021,0.0,156.0,896.0,164830.0,1960772.52,L01XX,Other / Not classified
39139,Lysodren,Mitotane,1,Overall,2023,0.1121437314,0.094871837,13268.896185,2335.2177416,13.0242954,0.0,173.0,983.0,176249.0,2295519.04,L01XX,Other / Not classified
39145,Lytgobi,Futibatinib,1,Overall,2019,,,,,,nan,,,,,L01EN,Other / Not classified
39146,Lytgobi,Futibatinib,1,Overall,2020,,,,,,nan,,,,,L01EN,Other / Not classified
39147,Lytgobi,Futibatinib,1,Overall,2021,,,,,,nan,,,,,L01EN,Other / Not classified
39148,Lytgobi,Futibatinib,1,Overall,2022,,,,,,nan,,,,,L01EN,Other / Not classified
39149,Lytgobi,Futibatinib,1,Overall,2023,,,77123.438191,23926.083135,185.26969563,0.0,94.0,303.0,39130.0,7249603.19,L01EN,Other / Not classified
39155,Lyumjev,Insulin Lispro-Aabc,1,Overall,2019,0.0135036038,0.0056615837,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39156,Lyumjev,Insulin Lispro-Aabc,1,Overall,2020,0.0135036038,0.0056615837,1570.8092683,985.76295918,27.640849785,0.0,123.0,196.0,6990.0,193209.54,A10AB|A10AC|A10AD,Diabetes
39157,Lyumjev,Insulin Lispro-Aabc,1,Overall,2021,0.0135036038,0.0056615837,2907.6899809,1145.8177273,28.078493878,0.0,1049.0,2662.0,108630.0,3050166.79,A10AB|A10AC|A10AD,Diabetes
39158,Lyumjev,Insulin Lispro-Aabc,1,Overall,2022,0.0135036038,0.0056615837,3687.2861024,1221.4169493,28.613792425,0.0,2227.0,6723.0,286980.0,8211586.15,A10AB|A10AC|A10AD,Diabetes
39159,Lyumjev,Insulin Lispro-Aabc,1,Overall,2023,0.0135036038,0.0056615837,3953.7922482,1263.8420658,28.775791805,0.0,3723.0,11647.0,511540.0,14719968.54,A10AB|A10AC|A10AD,Diabetes
39165,Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,1,Overall,2019,0.0164262693,0.0060673132,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39166,Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,1,Overall,2020,0.0164262693,0.0060673132,1090.9464883,836.39230769,35.348179454,0.0,299.0,390.0,9228.0,326193.0,A10AB|A10AC|A10AD,Diabetes
39167,Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,1,Overall,2021,0.0164262693,0.0060673132,2173.1527761,894.48324503,36.223658162,0.0,3667.0,8909.0,219993.0,7968951.23,A10AB|A10AC|A10AD,Diabetes
39168,Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,1,Overall,2022,0.0164262693,0.0060673132,2600.5382557,927.5882622,36.895011858,0.0,8399.0,23547.0,592002.0,21841920.81,A10AB|A10AC|A10AD,Diabetes
39169,Lyumjev Kwikpen U-100,Insulin Lispro-Aabc,1,Overall,2023,0.0164262693,0.0060673132,2777.2440028,962.41339191,37.118865449,0.0,13588.0,39211.0,1016658.0,37737191.51,A10AB|A10AC|A10AD,Diabetes
39175,Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,1,Overall,2019,0.0141566529,0.0067141797,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39176,Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,1,Overall,2020,0.0141566529,0.0067141797,1898.1526923,1203.7065854,71.524594203,0.0,26.0,41.0,690.0,49351.97,A10AB|A10AC|A10AD,Diabetes
39177,Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,1,Overall,2021,0.0141566529,0.0067141797,3902.9120493,1496.9684498,73.061759378,0.0,527.0,1374.0,28152.0,2056834.65,A10AB|A10AC|A10AD,Diabetes
39178,Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,1,Overall,2022,0.0141566529,0.0067141797,4956.6986364,1566.3894835,74.107873017,0.0,1034.0,3272.0,69159.0,5125226.39,A10AB|A10AC|A10AD,Diabetes
39179,Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,1,Overall,2023,0.0141566529,0.0067141797,5665.9523266,1804.2129215,74.605446595,0.0,1745.0,5480.0,132525.0,9887086.81,A10AB|A10AC|A10AD,Diabetes
39185,Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,1,Overall,2019,,,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39186,Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,1,Overall,2020,,,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39187,Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,1,Overall,2021,,,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39188,Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,1,Overall,2022,,,,,,nan,,,,,A10AB|A10AC|A10AD,Diabetes
39189,Lyumjev Tempo Pen U-100,Insulin Lispro-Aabc,1,Overall,2023,,,1350.4250628,865.28576408,36.831175397,0.0,239.0,373.0,8763.0,322751.59,A10AB|A10AC|A10AD,Diabetes
39195,Lyvispah,Baclofen,1,Overall,2019,-0.67796978,-0.67796978,,,,nan,,,,,M03BX,Other / Not classified
39196,Lyvispah,Baclofen,1,Overall,2020,-0.67796978,-0.67796978,,,,nan,,,,,M03BX,Other / Not classified
39197,Lyvispah,Baclofen,1,Overall,2021,-0.67796978,-0.67796978,,,,nan,,,,,M03BX,Other / Not classified
39198,Lyvispah,Baclofen,1,Overall,2022,-0.67796978,-0.67796978,1382.3987654,746.49533333,10.841736947,0.0,81.0,150.0,10233.0,111974.3,M03BX,Other / Not classified
39199,Lyvispah,Baclofen,1,Overall,2023,-0.67796978,-0.67796978,481.5593311,232.61105008,3.4913669337,0.0,299.0,619.0,41239.0,143986.24,M03BX,Other / Not classified
39205,M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",1,Overall,2019,0.0419949727,0.0557692853,102.24874554,95.482530243,95.51446104,0.0,57124.0,61172.0,61151.55,5840857.34,,Other / Not classified
39206,M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",1,Overall,2020,0.0419949727,0.0557692853,105.8502443,98.952696543,99.177300887,0.0,19525.0,20886.0,20838.7,2066726.02,,Other / Not classified
39207,M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",1,Overall,2021,0.0419949727,0.0557692853,115.40110485,104.96894855,105.02786785,0.0,5675.0,6239.0,6235.5,654901.27,,Other / Not classified
39208,M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",1,Overall,2022,0.0419949727,0.0557692853,120.93315468,107.40452146,106.65042753,0.0,7034.0,7920.0,7976.0,850643.81,,Other / Not classified
39209,M-M-R II Vaccine,"Measles,Mumps,Rubella Vacc/PF",1,Overall,2023,0.0419949727,0.0557692853,128.88576707,112.38210178,112.59824565,0.0,11583.0,13284.0,13258.5,1492883.84,,Other / Not classified
39215,M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",1,Overall,2019,0.0214728207,0.0716336139,22.623388134,7.3078088201,0.1877910751,0.0,1399.0,4331.0,168539.0,31650.12,,Other / Not classified
39216,M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",1,Overall,2020,0.0214728207,0.0716336139,16.997768258,7.4342487509,0.180101114,0.0,2451.0,5604.0,231323.0,41661.53,,Other / Not classified
39217,M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",1,Overall,2021,0.0214728207,0.0716336139,26.381954321,8.211460538,0.1916016746,0.0,3853.0,12379.0,530526.0,101649.67,,Other / Not classified
39218,M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",1,Overall,2022,0.0214728207,0.0716336139,27.747011236,8.7553419712,0.1907813345,0.0,4895.0,15513.0,711923.0,135821.62,,Other / Not classified
39219,M-Natal Plus,"PNV,Calcium 72/Iron/Folic Acid",1,Overall,2023,0.0214728207,0.0716336139,33.266167435,8.7363320054,0.204447691,0.0,5208.0,19831.0,847406.0,173250.2,,Other / Not classified
39225,Macrobid,Nitrofurantoin Monohyd/M-Cryst,1,Overall,2019,0.0040329007,-0.042479222,194.35445065,130.78739348,5.6516131478,0.0,537.0,798.0,18467.0,104368.34,,Other / Not classified
39226,Macrobid,Nitrofurantoin Monohyd/M-Cryst,1,Overall,2020,0.0040329007,-0.042479222,201.20684478,132.67498322,5.6757314097,0.0,393.0,596.0,13932.0,79074.29,,Other / Not classified
39227,Macrobid,Nitrofurantoin Monohyd/M-Cryst,1,Overall,2021,0.0040329007,-0.042479222,187.35184028,131.6032439,5.6851048362,0.0,288.0,410.0,9491.0,53957.33,,Other / Not classified
39228,Macrobid,Nitrofurantoin Monohyd/M-Cryst,1,Overall,2022,0.0040329007,-0.042479222,213.91089888,145.32877863,5.998131695,0.0,267.0,393.0,9522.0,57114.21,,Other / Not classified
39229,Macrobid,Nitrofurantoin Monohyd/M-Cryst,1,Overall,2023,0.0040329007,-0.042479222,175.28975342,132.46534161,5.7433357271,0.0,365.0,483.0,11140.0,63980.76,,Other / Not classified
39235,Macrodantin,Nitrofurantoin Macrocrystal,1,Overall,2019,-0.020631465,0.0226978198,793.11104167,275.86471014,3.3998066139,0.0,96.0,276.0,17535.0,76138.66,,Other / Not classified
39236,Macrodantin,Nitrofurantoin Macrocrystal,1,Overall,2020,-0.020631465,0.0226978198,549.98304348,200.78746032,2.9902499537,0.0,69.0,189.0,12349.0,37948.83,,Other / Not classified
39237,Macrodantin,Nitrofurantoin Macrocrystal,1,Overall,2021,-0.020631465,0.0226978198,593.70413043,237.48165217,3.1672311293,0.0,46.0,115.0,8233.0,27310.39,,Other / Not classified
39238,Macrodantin,Nitrofurantoin Macrocrystal,1,Overall,2022,-0.020631465,0.0226978198,542.930625,211.87536585,3.0583801948,0.0,48.0,123.0,8390.0,26060.67,,Other / Not classified
39239,Macrodantin,Nitrofurantoin Macrocrystal,1,Overall,2023,-0.020631465,0.0226978198,598.33690476,237.07688679,3.1277987574,0.0,42.0,106.0,7714.0,25130.15,,Other / Not classified
39245,Mafenide Acetate,Mafenide Acetate,1,Overall,2019,,,,,,nan,15.0,,,,D06BA,Other / Not classified
39246,Mafenide Acetate,Mafenide Acetate,1,Overall,2020,,,,,,nan,,,,,D06BA,Other / Not classified
39247,Mafenide Acetate,Mafenide Acetate,1,Overall,2021,,,,,,nan,,,,,D06BA,Other / Not classified
39248,Mafenide Acetate,Mafenide Acetate,1,Overall,2022,,,,,,nan,,,,,D06BA,Other / Not classified
39249,Mafenide Acetate,Mafenide Acetate,1,Overall,2023,,,,843.94545455,4.4588856868,nan,,11.0,2082.0,9283.4,D06BA,Other / Not classified
39255,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml",1,Overall,2019,0.0492402228,0.0512356134,152.92084071,28.969077955,0.4048299498,0.0,452.0,2386.0,170820.0,69120.22,,Other / Not classified
39256,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml",1,Overall,2020,0.0492402228,0.0512356134,164.55885017,30.120146684,0.4047473113,0.0,287.0,1568.0,116692.0,47228.39,,Other / Not classified
39257,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml",1,Overall,2021,0.0492402228,0.0512356134,128.96560606,27.816111111,0.4356351247,0.0,264.0,1224.0,78312.0,34046.92,,Other / Not classified
39258,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml",1,Overall,2022,0.0492402228,0.0512356134,94.126992481,27.038639309,0.4667370674,0.0,266.0,926.0,53887.0,25037.78,,Other / Not classified
39259,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Safe,1ml",1,Overall,2023,0.0492402228,0.0512356134,100.01415179,27.42126071,0.4906506274,0.0,224.0,817.0,45770.0,22403.17,,Other / Not classified
39265,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Sf 0.5ml",1,Overall,2019,-0.010148883,0.0557840249,49.331,36.932299465,0.393546071,0.0,140.0,187.0,17549.0,6906.34,,Other / Not classified
39266,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Sf 0.5ml",1,Overall,2020,-0.010148883,0.0557840249,,27.100888889,0.398933595,0.0,,45.0,3057.0,1219.54,,Other / Not classified
39267,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Sf 0.5ml",1,Overall,2021,-0.010148883,0.0557840249,,23.235333333,0.4052674419,0.0,,45.0,2580.0,1045.59,,Other / Not classified
39268,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Sf 0.5ml",1,Overall,2022,-0.010148883,0.0557840249,,24.171698113,0.357849162,0.0,,53.0,3580.0,1281.1,,Other / Not classified
39269,Magellan Insulin Safety Syrng,"Syringe,Needle,Insuln,Sf 0.5ml",1,Overall,2023,-0.010148883,0.0557840249,,19.446176471,0.3778114286,0.0,,34.0,1750.0,661.17,,Other / Not classified
39275,Magnesium Chloride,Magnesium Chloride,1,Overall,2019,4.882383625,4.882383625,,,,nan,,,,,A12CC|B05XA,Other / Not classified
39276,Magnesium Chloride,Magnesium Chloride,1,Overall,2020,4.882383625,4.882383625,,,,nan,,,,,A12CC|B05XA,Other / Not classified
39277,Magnesium Chloride,Magnesium Chloride,1,Overall,2021,4.882383625,4.882383625,,,,nan,,,,,A12CC|B05XA,Other / Not classified
39278,Magnesium Chloride,Magnesium Chloride,1,Overall,2022,4.882383625,4.882383625,,114.55588785,0.1157029146,0.0,,107.0,105939.25,12257.48,A12CC|B05XA,Other / Not classified
39285,Magnesium Sulfate,Magnesium Sulfate,5,Overall,2019,0.1568124235,0.0562083042,169.86847436,24.641511996,0.0774955414,0.0,780.0,5377.0,2380680.321,132497.41,A06AD|A12CC|B05XA|D11AX|V04CC,Other / Not classified
39286,Magnesium Sulfate,Magnesium Sulfate,5,Overall,2020,0.1568124235,0.0562083042,184.3831068,22.867501505,0.1160745654,0.0,824.0,6644.0,2131885.45,151931.68,A06AD|A12CC|B05XA|D11AX|V04CC,Other / Not classified
39287,Magnesium Sulfate,Magnesium Sulfate,5,Overall,2021,0.1568124235,0.0562083042,192.03789823,23.862853608,0.1037966002,0.0,904.0,7275.0,2599631.386,173602.26,A06AD|A12CC|B05XA|D11AX|V04CC,Other / Not classified
39288,Magnesium Sulfate,Magnesium Sulfate,5,Overall,2022,0.1568124235,0.0562083042,154.62590596,19.784855466,0.131395023,0.0,872.0,6815.0,1146161.686,134833.79,A06AD|A12CC|B05XA|D11AX|V04CC,Other / Not classified
39289,Magnesium Sulfate,Magnesium Sulfate,5,Overall,2023,0.1568124235,0.0562083042,181.92564047,19.579346617,0.1387805144,0.0,929.0,8632.0,1217031.106,169008.92,A06AD|A12CC|B05XA|D11AX|V04CC,Other / Not classified
39315,Magnesium Sulfate,Magnesium Sulfate In Water,8,Overall,2019,0.0020078951,0.1116066912,78.924285714,21.455145631,0.2088452609,0.0,140.0,515.0,176973.5,11049.4,,Other / Not classified
39316,Magnesium Sulfate,Magnesium Sulfate In Water,8,Overall,2020,0.0020078951,0.1116066912,80.385116279,25.843439252,0.2351986668,0.0,172.0,535.0,159329.32,13826.24,,Other / Not classified
39317,Magnesium Sulfate,Magnesium Sulfate In Water,8,Overall,2021,0.0020078951,0.1116066912,93.205694444,30.274330827,0.2256158999,0.0,216.0,665.0,163838.69,20132.43,,Other / Not classified
39318,Magnesium Sulfate,Magnesium Sulfate In Water,8,Overall,2022,0.0020078951,0.1116066912,118.14862222,35.397390146,0.1893904371,0.0,225.0,751.0,234535.93,26583.44,,Other / Not classified
39319,Magnesium Sulfate,Magnesium Sulfate In Water,8,Overall,2023,0.0020078951,0.1116066912,90.478018018,32.982134647,0.2105276771,0.0,222.0,609.0,172309.1,20086.12,,Other / Not classified
39360,Magnesium Sulfate-D5W,Magnesium Sulfate/D5W,2,Overall,2019,-0.080839033,0.1502343933,135.00568966,68.687105263,0.0805589506,0.0,58.0,114.0,97200.0,7830.33,,Other / Not classified
39361,Magnesium Sulfate-D5W,Magnesium Sulfate/D5W,2,Overall,2020,-0.080839033,0.1502343933,131.00813559,113.66882353,0.0753360624,0.0,59.0,68.0,102600.0,7729.48,,Other / Not classified
39362,Magnesium Sulfate-D5W,Magnesium Sulfate/D5W,2,Overall,2021,-0.080839033,0.1502343933,139.587,104.16940299,0.0582097581,0.0,50.0,67.0,119900.0,6979.35,,Other / Not classified
39363,Magnesium Sulfate-D5W,Magnesium Sulfate/D5W,2,Overall,2022,-0.080839033,0.1502343933,27.143541667,29.611136364,0.049991221,0.0,48.0,44.0,38310.0,1302.89,,Other / Not classified
39364,Magnesium Sulfate-D5W,Magnesium Sulfate/D5W,2,Overall,2023,-0.080839033,0.1502343933,65.861428571,26.726376812,0.0575016217,0.0,28.0,69.0,32213.0,1844.12,,Other / Not classified
39375,Makena*,Hydroxyprogesterone Caproat/PF,1,Overall,2019,0.008681422,0.0071887692,9346.3568379,3239.2168219,752.94328213,0.0,253.0,730.0,3140.6,2364628.28,,Other / Not classified
39376,Makena*,Hydroxyprogesterone Caproat/PF,1,Overall,2020,0.008681422,0.0071887692,9024.2088535,3176.6833857,749.59038675,0.0,157.0,446.0,1890.1,1416800.79,,Other / Not classified
39377,Makena*,Hydroxyprogesterone Caproat/PF,1,Overall,2021,0.008681422,0.0071887692,10268.675403,3231.7658629,763.97417052,0.0,124.0,394.0,1666.7,1273315.75,,Other / Not classified
39378,Makena*,Hydroxyprogesterone Caproat/PF,1,Overall,2022,0.008681422,0.0071887692,9153.0282857,3325.4947059,773.86904743,0.0,105.0,289.0,1241.9,961067.97,,Other / Not classified
39379,Makena*,Hydroxyprogesterone Caproat/PF,1,Overall,2023,0.008681422,0.0071887692,6859.0034783,3429.5017391,779.43221344,0.0,23.0,46.0,202.4,157757.08,,Other / Not classified
39386,Malarone,Atovaquone/Proguanil HCl,1,Overall,2020,0.0235706096,0.1121908561,,,,nan,,,,,,Other / Not classified
39387,Malarone,Atovaquone/Proguanil HCl,1,Overall,2021,0.0235706096,0.1121908561,,,,nan,,,,,,Other / Not classified
39395,Malathion,Malathion,1,Overall,2019,-0.002764819,-0.021754639,332.78527353,228.42399188,3.3727675601,0.0,2029.0,2956.0,200198.0,675221.32,P03AX,Other / Not classified
39396,Malathion,Malathion,1,Overall,2020,-0.002764819,-0.021754639,347.82254686,231.23398367,3.4166506654,0.0,1547.0,2327.0,157488.0,538081.48,P03AX,Other / Not classified
39397,Malathion,Malathion,1,Overall,2021,-0.002764819,-0.021754639,368.20189376,242.05175101,3.4450305396,0.0,1299.0,1976.0,138836.0,478294.26,P03AX,Other / Not classified
39398,Malathion,Malathion,1,Overall,2022,-0.002764819,-0.021754639,349.83863845,233.72747388,3.409800581,0.0,1087.0,1627.0,111524.0,380274.6,P03AX,Other / Not classified
39399,Malathion,Malathion,1,Overall,2023,-0.002764819,-0.021754639,356.68771565,225.20071609,3.3356216014,0.0,1252.0,1983.0,133880.0,446573.02,P03AX,Other / Not classified
39405,Mannitol,Mannitol,2,Overall,2019,0.0334006105,0.3499103333,14.004347826,5.9648148148,0.060855135,0.0,46.0,108.0,11100.0,644.2,A06AD|B05BC|B05CX|R05CB|V04CX,Other / Not classified
39406,Mannitol,Mannitol,2,Overall,2020,0.0334006105,0.3499103333,13.006,6.4114084507,0.045070297,0.0,35.0,71.0,10100.0,455.21,A06AD|B05BC|B05CX|R05CB|V04CX,Other / Not classified
39407,Mannitol,Mannitol,2,Overall,2021,0.0334006105,0.3499103333,19.064642857,6.5902469136,0.0678427825,0.0,28.0,81.0,7950.0,533.81,A06AD|B05BC|B05CX|R05CB|V04CX,Other / Not classified
39408,Mannitol,Mannitol,2,Overall,2022,0.0334006105,0.3499103333,15.9228,7.6551923077,0.0514123154,0.0,25.0,52.0,8150.0,398.07,A06AD|B05BC|B05CX|R05CB|V04CX,Other / Not classified
39409,Mannitol,Mannitol,2,Overall,2023,0.0334006105,0.3499103333,17.129714286,8.1018918919,0.0694020158,0.0,35.0,74.0,8500.0,599.54,A06AD|B05BC|B05CX|R05CB|V04CX,Other / Not classified
39420,Maraviroc,Maraviroc,2,Overall,2019,-0.026906617,-0.026906617,,,,nan,,,,,J05AX,Other / Not classified
39421,Maraviroc,Maraviroc,2,Overall,2020,-0.026906617,-0.026906617,,,,nan,,,,,J05AX,Other / Not classified
39422,Maraviroc,Maraviroc,2,Overall,2021,-0.026906617,-0.026906617,,,,nan,,,,,J05AX,Other / Not classified
39423,Maraviroc,Maraviroc,2,Overall,2022,-0.026906617,-0.026906617,7369.9795118,1540.9501225,21.9369408,0.0,1229.0,5878.0,412973.0,9057704.82,J05AX,Other / Not classified
39424,Maraviroc,Maraviroc,2,Overall,2023,-0.026906617,-0.026906617,11405.908632,1459.1892281,21.346691928,0.0,1674.0,13085.0,894398.0,19093491.05,J05AX,Other / Not classified
