,Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Year,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23,Chg_Avg_Spnd_Per_Dsg_Unt_22_23,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Avg_Spnd_Per_Dsg_Unt_Wghtd,Outlier_Flag,Tot_Benes,Tot_Clms,Tot_Dsg_Unts,Tot_Spndng,ATC_Codes,Disease_Category
4906,Ativan*,Lorazepam,2,Overall,2020,0.0671985728,0.0010226894,18769.082215,3145.7741845,37.322521364,0.0,1192.0,7112.0,610497.5,22372746.0,N05BA,Other / Not classified
4907,Ativan*,Lorazepam,2,Overall,2021,0.0671985728,0.0010226894,22105.296415,3533.4258595,40.824696583,0.0,1074.0,6719.0,590303.0,23741088.35,N05BA,Other / Not classified
4908,Ativan*,Lorazepam,2,Overall,2022,0.0671985728,0.0010226894,22126.142466,3759.5285359,43.604860892,0.0,1099.0,6468.0,558633.5,24316630.57,N05BA,Other / Not classified
4909,Ativan*,Lorazepam,2,Overall,2023,0.0671985728,0.0010226894,18556.092361,3694.2851559,43.64945512,0.0,1309.0,6575.0,525270.0,24289924.9,N05BA,Other / Not classified
4920,Atomoxetine HCl,Atomoxetine HCl,9,Overall,2019,-0.078384411,-0.093860796,799.27153078,194.7821991,4.9050187256,0.0,33826.0,138802.0,5550245.185,27036158.8,,Other / Not classified
4921,Atomoxetine HCl,Atomoxetine HCl,9,Overall,2020,-0.078384411,-0.093860796,991.43061469,185.05155092,4.3973055316,0.0,35823.0,191925.0,8130765.0,35516018.91,,Other / Not classified
4922,Atomoxetine HCl,Atomoxetine HCl,9,Overall,2021,-0.078384411,-0.093860796,817.24996679,157.31519255,3.680798126,0.0,40952.0,212745.0,9175393.427,33468020.64,,Other / Not classified
4923,Atomoxetine HCl,Atomoxetine HCl,9,Overall,2022,-0.078384411,-0.093860796,856.38062097,167.25107704,3.9052154466,0.0,47104.0,241188.0,10383931.0,40338952.77,,Other / Not classified
4924,Atomoxetine HCl,Atomoxetine HCl,9,Overall,2023,-0.078384411,-0.093860796,763.15302119,152.43146734,3.538668818,0.0,56491.0,282824.0,12242693.0,43111277.32,,Other / Not classified
4970,Atorvaliq,Atorvastatin Calcium,1,Overall,2019,,,,,,nan,,,,,C10AA,High Cholesterol
4971,Atorvaliq,Atorvastatin Calcium,1,Overall,2020,,,,,,nan,,,,,C10AA,High Cholesterol
4972,Atorvaliq,Atorvastatin Calcium,1,Overall,2021,,,,,,nan,,,,,C10AA,High Cholesterol
4973,Atorvaliq,Atorvastatin Calcium,1,Overall,2022,,,,,,nan,,,,,C10AA,High Cholesterol
4974,Atorvaliq,Atorvastatin Calcium,1,Overall,2023,,,710.63942478,386.06853365,1.2922016293,0.0,226.0,416.0,124287.5,160604.51,C10AA,High Cholesterol
4980,Atorvastatin Calcium,Atorvastatin Calcium,29,Overall,2019,-0.053862976,0.1055244124,64.958189652,16.692628935,0.2568782691,0.0,12985551.0,50532357.0,3328953046.5,843517884.59,C10AA,High Cholesterol
4981,Atorvastatin Calcium,Atorvastatin Calcium,29,Overall,2020,-0.053862976,0.1055244124,57.956100058,14.468053776,0.2122387035,0.0,13875265.0,55581508.0,3844211247.2,804156246.67,C10AA,High Cholesterol
4982,Atorvastatin Calcium,Atorvastatin Calcium,29,Overall,2021,-0.053862976,0.1055244124,55.89969156,13.685571098,0.1959696676,0.0,14955893.0,61088412.0,4337888303.4,836029805.7,C10AA,High Cholesterol
4983,Atorvastatin Calcium,Atorvastatin Calcium,29,Overall,2022,-0.053862976,0.1055244124,53.304242013,13.068124444,0.1861980715,0.0,15885735.0,64797138.0,4654331836.4,846777062.99,C10AA,High Cholesterol
4984,Atorvastatin Calcium,Atorvastatin Calcium,29,Overall,2023,-0.053862976,0.1055244124,59.642304709,14.609951739,0.2058465136,0.0,16778185.0,68493698.0,4956622003.0,1000689622.2,C10AA,High Cholesterol
5130,Atovaquone,Atovaquone,10,Overall,2019,-0.049622376,-0.114620449,2506.8790902,863.78588756,3.279228719,0.0,14366.0,41693.0,10981930.0,36013825.01,P01AX|P01BB,Other / Not classified
5131,Atovaquone,Atovaquone,10,Overall,2020,-0.049622376,-0.114620449,3036.6254785,826.48769484,3.0429100834,0.0,15537.0,57085.0,15516342.5,47180050.06,P01AX|P01BB,Other / Not classified
5132,Atovaquone,Atovaquone,10,Overall,2021,-0.049622376,-0.114620449,2734.0597689,772.70046295,2.9003578491,0.0,17655.0,62469.0,16639112.4,48269825.22,P01AX|P01BB,Other / Not classified
5133,Atovaquone,Atovaquone,10,Overall,2022,-0.049622376,-0.114620449,2911.622156,838.50269851,3.0215308451,0.0,18247.0,63361.0,17572632.0,53128369.48,P01AX|P01BB,Other / Not classified
5134,Atovaquone,Atovaquone,10,Overall,2023,-0.049622376,-0.114620449,2446.026479,744.33758065,2.6752016242,0.0,21829.0,71734.0,19939666.819,53394312.01,P01AX|P01BB,Other / Not classified
5185,Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,4,Overall,2019,0.0102719718,-0.086097359,101.77837851,94.046388826,3.4666563284,0.0,65329.0,70700.0,1918726.0,6649079.69,,Other / Not classified
5186,Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,4,Overall,2020,0.0102719718,-0.086097359,128.21876913,114.4993755,3.45827137,0.0,15615.0,17486.0,578693.0,2002136.08,,Other / Not classified
5187,Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,4,Overall,2021,0.0102719718,-0.086097359,147.96218382,128.52211353,3.4210034886,0.0,12991.0,14956.0,563021.0,1922176.73,,Other / Not classified
5188,Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,4,Overall,2022,0.0102719718,-0.086097359,129.10232477,118.92413319,3.9515190018,0.0,40404.0,43862.0,1320781.0,5216250.33,,Other / Not classified
5189,Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,4,Overall,2023,0.0102719718,-0.086097359,111.08336614,102.81805056,3.6113036518,0.0,61477.0,66419.0,1892680.0,6829072.1,,Other / Not classified
5210,Atralin,Tretinoin,1,Overall,2019,0.0086696919,-0.009595923,1575.6257895,586.99784314,12.793542735,0.0,19.0,51.0,2340.0,29936.89,D10AD|L01XF,Other / Not classified
5211,Atralin,Tretinoin,1,Overall,2020,0.0086696919,-0.009595923,1837.084375,576.34019608,12.807559913,0.0,16.0,51.0,2295.0,29393.35,D10AD|L01XF,Other / Not classified
5214,Atralin,Tretinoin,1,Overall,2023,0.0086696919,-0.009595923,,595.93545455,13.243010101,nan,,11.0,495.0,6555.29,D10AD|L01XF,Other / Not classified
5220,Atripla,Efavirenz/Emtricit/Tenofovr Df,1,Overall,2019,0.0031538552,-0.019781597,24381.802588,3087.401105,96.35468249,0.0,8764.0,69211.0,2217662.0,213682117.88,,Other / Not classified
5221,Atripla,Efavirenz/Emtricit/Tenofovr Df,1,Overall,2020,0.0031538552,-0.019781597,26705.925476,3338.9318157,101.87685427,0.0,5435.0,43471.0,1424727.0,145146704.96,,Other / Not classified
5222,Atripla,Efavirenz/Emtricit/Tenofovr Df,1,Overall,2021,0.0031538552,-0.019781597,18176.937837,3138.4135305,101.68655145,0.0,2233.0,12933.0,399159.0,40589102.19,,Other / Not classified
5223,Atripla,Efavirenz/Emtricit/Tenofovr Df,1,Overall,2022,0.0031538552,-0.019781597,6092.803211,3255.4683824,99.545162257,0.0,218.0,408.0,13343.0,1328231.1,,Other / Not classified
5230,Atropine Sulfate,Atropine Sulfate/PF,1,Overall,2019,,,,,,nan,,,,,,Other / Not classified
5231,Atropine Sulfate,Atropine Sulfate/PF,1,Overall,2020,,,,,,nan,,,,,,Other / Not classified
5232,Atropine Sulfate,Atropine Sulfate/PF,1,Overall,2021,,,,,,nan,,,,,,Other / Not classified
5233,Atropine Sulfate,Atropine Sulfate/PF,1,Overall,2022,,,,,,nan,,,,,,Other / Not classified
5234,Atropine Sulfate,Atropine Sulfate/PF,1,Overall,2023,,,70.626778243,47.15027933,4.3798131811,0.0,239.0,358.0,3854.0,16879.8,,Other / Not classified
5240,Atropine Sulfate*,Atropine Sulfate,9,Overall,2019,-0.014927094,-0.039117684,81.314058523,52.799182096,9.6296826505,0.0,76380.0,117630.0,645086.5,6210767.79,A03BA|S01FA,Other / Not classified
5241,Atropine Sulfate*,Atropine Sulfate,9,Overall,2020,-0.014927094,-0.039117684,91.990728567,55.715543673,10.197582266,0.0,92826.0,153263.0,837505.718,8539131.37,A03BA|S01FA,Other / Not classified
5242,Atropine Sulfate*,Atropine Sulfate,9,Overall,2021,-0.014927094,-0.039117684,94.517523114,57.760388868,10.078351584,0.0,100372.0,164246.0,942017.505,9486912.83,A03BA|S01FA,Other / Not classified
5243,Atropine Sulfate*,Atropine Sulfate,9,Overall,2022,-0.014927094,-0.039117684,87.42875629,51.451525996,9.4365940051,0.0,106512.0,180990.0,985477.75,9312211.69,A03BA|S01FA,Other / Not classified
5244,Atropine Sulfate*,Atropine Sulfate,9,Overall,2023,-0.014927094,-0.039117684,83.848870102,49.129307257,9.0674563055,0.0,109532.0,186938.0,1014245.085,9184134.44,A03BA|S01FA,Other / Not classified
5290,Atrovent HFA,Ipratropium Bromide,1,Overall,2019,0.0522755929,0.0394005792,1638.5124015,484.69664391,30.471728947,0.0,74128.0,250589.0,3985978.2,121459647.3,R01AX|R03BB,Other / Not classified
5291,Atrovent HFA,Ipratropium Bromide,1,Overall,2020,0.0522755929,0.0394005792,1838.1770441,517.65772601,32.391598244,0.0,71687.0,254557.0,4068135.1,131773397.76,R01AX|R03BB,Other / Not classified
5292,Atrovent HFA,Ipratropium Bromide,1,Overall,2021,0.0522755929,0.0394005792,1923.5620807,546.01630877,34.208185281,0.0,69491.0,244810.0,3907551.7,133670252.55,R01AX|R03BB,Other / Not classified
5293,Atrovent HFA,Ipratropium Bromide,1,Overall,2022,0.0522755929,0.0394005792,1926.962126,571.74167493,35.944473863,0.0,69939.0,235718.0,3749388.7,134769804.13,R01AX|R03BB,Other / Not classified
5294,Atrovent HFA,Ipratropium Bromide,1,Overall,2023,0.0522755929,0.0394005792,1936.3614033,594.11703176,37.360706951,0.0,68099.0,221950.0,3529490.9,131864275.2,R01AX|R03BB,Other / Not classified
5300,Aubagio,Teriflunomide,1,Overall,2019,0.0620970996,0.0660225429,66888.216012,8845.6374372,252.11290122,0.0,10710.0,80986.0,2841470.0,716372793.49,L04AK,Arthritis
5301,Aubagio,Teriflunomide,1,Overall,2020,0.0620970996,0.0660225429,74927.915397,9899.5207901,265.08199451,0.0,10386.0,78610.0,2935690.0,778201329.31,L04AK,Arthritis
5302,Aubagio,Teriflunomide,1,Overall,2021,0.0620970996,0.0660225429,74878.089604,9618.3359886,282.22660095,0.0,9676.0,75327.0,2567158.09,724520395.01,L04AK,Arthritis
5303,Aubagio,Teriflunomide,1,Overall,2022,0.0620970996,0.0660225429,83098.614023,10212.18929,300.94391951,0.0,8382.0,68206.0,2314489.0,696532582.74,L04AK,Arthritis
5304,Aubagio,Teriflunomide,1,Overall,2023,0.0620970996,0.0660225429,53912.282198,10583.205234,320.81300234,0.0,6565.0,33443.0,1103240.0,353934132.63,L04AK,Arthritis
5310,Aubra Eq,Levonorgestrel/Ethin.Estradiol,1,Overall,2019,0.0188094416,-0.001429137,84.475735294,21.841634981,0.5574873835,0.0,68.0,263.0,10304.0,5744.35,,Other / Not classified
5311,Aubra Eq,Levonorgestrel/Ethin.Estradiol,1,Overall,2020,0.0188094416,-0.001429137,110.4816,24.661071429,0.583570674,0.0,50.0,224.0,9466.0,5524.08,,Other / Not classified
5312,Aubra Eq,Levonorgestrel/Ethin.Estradiol,1,Overall,2021,0.0188094416,-0.001429137,117.98411765,26.862455357,0.6472880809,0.0,51.0,224.0,9296.0,6017.19,,Other / Not classified
5313,Aubra Eq,Levonorgestrel/Ethin.Estradiol,1,Overall,2022,0.0188094416,-0.001429137,112.152,25.324645161,0.6014894269,0.0,35.0,155.0,6526.0,3925.32,,Other / Not classified
5314,Aubra Eq,Levonorgestrel/Ethin.Estradiol,1,Overall,2023,0.0188094416,-0.001429137,92.114772727,23.564244186,0.6006298162,0.0,44.0,172.0,6748.0,4053.05,,Other / Not classified
5320,Augmentin,Amoxicillin/Potassium Clav,1,Overall,2019,,,,,,nan,140.0,,,,,Other / Not classified
5321,Augmentin,Amoxicillin/Potassium Clav,1,Overall,2020,,,,,,nan,66.0,,,,,Other / Not classified
5322,Augmentin,Amoxicillin/Potassium Clav,1,Overall,2021,,,,,,nan,13.0,,,,,Other / Not classified
5323,Augmentin,Amoxicillin/Potassium Clav,1,Overall,2022,,,,,,nan,,,,,,Other / Not classified
5324,Augmentin,Amoxicillin/Potassium Clav,1,Overall,2023,,,2302.7659677,1586.3498889,6.2894929515,0.0,62.0,90.0,22700.0,142771.49,,Other / Not classified
5330,Aurovela,Norethindrone Ac-Eth Estradiol,1,Overall,2019,0.0264563026,0.0473991372,68.222,35.906315789,0.7329769173,0.0,30.0,57.0,2814.0,2046.66,,Other / Not classified
5331,Aurovela,Norethindrone Ac-Eth Estradiol,1,Overall,2020,0.0264563026,0.0473991372,83.913287671,29.450336538,0.649389353,0.0,73.0,208.0,9289.0,6125.67,,Other / Not classified
5332,Aurovela,Norethindrone Ac-Eth Estradiol,1,Overall,2021,0.0264563026,0.0473991372,128.1295466,47.897768362,0.8769337778,0.0,397.0,1062.0,57281.0,50867.43,,Other / Not classified
5333,Aurovela,Norethindrone Ac-Eth Estradiol,1,Overall,2022,0.0264563026,0.0473991372,105.15913295,43.059242604,0.7768549712,0.0,346.0,845.0,46825.0,36385.06,,Other / Not classified
5334,Aurovela,Norethindrone Ac-Eth Estradiol,1,Overall,2023,0.0264563026,0.0473991372,86.157088608,46.619246575,0.8136772265,0.0,79.0,146.0,8365.0,6806.41,,Other / Not classified
5340,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2019,-0.035526438,-0.282846587,121.0975,36.32925,0.8948091133,0.0,12.0,40.0,1624.0,1453.17,,Other / Not classified
5341,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2020,-0.035526438,-0.282846587,112.99146341,74.479903537,1.2572324142,0.0,205.0,311.0,18424.0,23163.25,,Other / Not classified
5342,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2021,-0.035526438,-0.282846587,194.56338983,66.026852917,1.0566310751,0.0,413.0,1217.0,76048.0,80354.68,,Other / Not classified
5343,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2022,-0.035526438,-0.282846587,113.96317992,57.462447257,1.079641668,0.0,239.0,474.0,25228.0,27237.2,,Other / Not classified
5344,Aurovela 24 Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2023,-0.035526438,-0.282846587,72.8432,44.964938272,0.7742687075,0.0,50.0,81.0,4704.0,3642.16,,Other / Not classified
5350,Aurovela Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2019,-0.032930545,-0.099949582,50.001212121,20.122439024,0.5391525868,0.0,33.0,82.0,3080.0,1650.04,,Other / Not classified
5351,Aurovela Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2020,-0.032930545,-0.099949582,69.606117582,32.67373861,0.5539964717,0.0,1803.0,3841.0,226439.0,125499.83,,Other / Not classified
5352,Aurovela Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2021,-0.032930545,-0.099949582,114.41092957,35.401861379,0.5638946423,0.0,2442.0,7892.0,495381.0,279391.49,,Other / Not classified
5353,Aurovela Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2022,-0.032930545,-0.099949582,62.390046211,28.762688539,0.523932718,0.0,1082.0,2347.0,129556.0,67506.03,,Other / Not classified
5354,Aurovela Fe,Norethindrone-E.Estradiol-Iron,1,Overall,2023,-0.032930545,-0.099949582,42.885037594,28.236188119,0.4715658617,0.0,266.0,404.0,24192.0,11407.42,,Other / Not classified
5360,Auryxia,Ferric Citrate,1,Overall,2019,0.0784238496,0.077084743,5426.1720777,1261.5451546,5.8332471635,0.0,26669.0,114709.0,24807895.0,144710583.14,V03AE,Other / Not classified
5361,Auryxia,Ferric Citrate,1,Overall,2020,0.0784238496,0.077084743,6626.7273952,1434.6348569,6.2435752076,0.0,29638.0,136901.0,31456808.0,196402946.54,V03AE,Other / Not classified
5362,Auryxia,Ferric Citrate,1,Overall,2021,0.0784238496,0.077084743,6821.4362075,1534.6562162,6.6803126853,0.0,29189.0,129743.0,29805626.0,199110901.46,V03AE,Other / Not classified
5363,Auryxia,Ferric Citrate,1,Overall,2022,0.0784238496,0.077084743,7980.8119841,1737.1791266,7.32518234,0.0,24394.0,112069.0,26577349.0,194683927.54,V03AE,Other / Not classified
5364,Auryxia,Ferric Citrate,1,Overall,2023,0.0784238496,0.077084743,8646.3260444,1873.2006637,7.8898421381,0.0,21122.0,97495.0,23147193.0,182627698.71,V03AE,Other / Not classified
5370,Austedo,Deutetrabenazine,1,Overall,2019,0.0678682232,0.0652744515,40463.825668,5316.6877932,79.678244448,0.0,8395.0,63892.0,4186326.5,339693816.48,N07XX,Other / Not classified
5371,Austedo,Deutetrabenazine,1,Overall,2020,0.0678682232,0.0652744515,50352.238236,5676.8386056,84.762173716,0.0,10535.0,93443.0,6143244.4,530460829.82,N07XX,Other / Not classified
5372,Austedo,Deutetrabenazine,1,Overall,2021,0.0678682232,0.0652744515,52461.779861,5963.1672308,90.243228905,0.0,12695.0,111686.0,7245162.0,666002295.34,N07XX,Other / Not classified
5373,Austedo,Deutetrabenazine,1,Overall,2022,0.0678682232,0.0652744515,56036.865155,6401.3469631,97.263277166,0.0,15889.0,139091.0,8976233.186,890369750.45,N07XX,Other / Not classified
5374,Austedo,Deutetrabenazine,1,Overall,2023,0.0678682232,0.0652744515,61447.193849,6760.2932035,103.61208423,0.0,18283.0,166182.0,10635366.5,1123439045.1,N07XX,Other / Not classified
5380,Austedo XR,Deutetrabenazine,1,Overall,2019,,,,,,nan,,,,,N07XX,Other / Not classified
5381,Austedo XR,Deutetrabenazine,1,Overall,2020,,,,,,nan,,,,,N07XX,Other / Not classified
5382,Austedo XR,Deutetrabenazine,1,Overall,2021,,,,,,nan,,,,,N07XX,Other / Not classified
5383,Austedo XR,Deutetrabenazine,1,Overall,2022,,,,,,nan,,,,,N07XX,Other / Not classified
5384,Austedo XR,Deutetrabenazine,1,Overall,2023,,,29490.281809,6573.5201864,192.82072825,0.0,3085.0,13840.0,463178.0,90977519.38,N07XX,Other / Not classified
5390,Austedo XR Titration Kt(Wk1-4),Deutetrabenazine,1,Overall,2019,,,,,,nan,,,,,N07XX,Other / Not classified
5391,Austedo XR Titration Kt(Wk1-4),Deutetrabenazine,1,Overall,2020,,,,,,nan,,,,,N07XX,Other / Not classified
5392,Austedo XR Titration Kt(Wk1-4),Deutetrabenazine,1,Overall,2021,,,,,,nan,,,,,N07XX,Other / Not classified
5393,Austedo XR Titration Kt(Wk1-4),Deutetrabenazine,1,Overall,2022,,,,,,nan,,,,,N07XX,Other / Not classified
5394,Austedo XR Titration Kt(Wk1-4),Deutetrabenazine,1,Overall,2023,,,7172.0889963,6964.952852,166.1607045,0.0,269.0,277.0,11611.0,1929291.94,N07XX,Other / Not classified
5400,Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,Overall,2019,0.0621454029,0.0587678858,293.43083184,72.344460309,0.7242926175,0.0,53424.0,216689.0,21643529.676,15676248.76,,Other / Not classified
5401,Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,Overall,2020,0.0621454029,0.0587678858,327.30212096,77.318525127,0.7627796273,0.0,53061.0,224616.0,22768014.795,17366977.84,,Other / Not classified
5402,Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,Overall,2021,0.0621454029,0.0587678858,348.53216852,82.237874295,0.8043378742,0.0,52197.0,221216.0,22617775.669,18192333.6,,Other / Not classified
5403,Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,Overall,2022,0.0621454029,0.0587678858,341.55881704,89.620400023,0.8706612052,0.0,60129.0,229162.0,23588498.014,20537590.11,,Other / Not classified
5404,Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,Overall,2023,0.0621454029,0.0587678858,397.40044109,94.232051432,0.9218281235,0.0,65587.0,276597.0,28274579.68,26064302.73,,Other / Not classified
5410,Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",1,Overall,2019,-0.002821041,-0.028180772,123.49416667,67.360454545,0.4868263063,0.0,36.0,66.0,9130.0,4445.79,,Other / Not classified
5411,Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",1,Overall,2020,-0.002821041,-0.028180772,106.93194444,65.246610169,0.4841194755,0.0,36.0,59.0,7950.0,3849.55,,Other / Not classified
5412,Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",1,Overall,2021,-0.002821041,-0.028180772,167.67230769,58.1264,0.4926702703,0.0,26.0,75.0,8850.0,4359.48,,Other / Not classified
5413,Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",1,Overall,2022,-0.002821041,-0.028180772,162.03172414,55.281411765,0.4953144227,0.0,29.0,85.0,9490.0,4698.92,,Other / Not classified
5420,Auvelity,Dextromethorphan HBr/Bupropion,1,Overall,2019,0.0224370988,0.0224370988,,,,nan,,,,,,Other / Not classified
5421,Auvelity,Dextromethorphan HBr/Bupropion,1,Overall,2020,0.0224370988,0.0224370988,,,,nan,,,,,,Other / Not classified
5422,Auvelity,Dextromethorphan HBr/Bupropion,1,Overall,2021,0.0224370988,0.0224370988,,,,nan,,,,,,Other / Not classified
5423,Auvelity,Dextromethorphan HBr/Bupropion,1,Overall,2022,0.0224370988,0.0224370988,1238.5672559,922.65277164,18.36882271,0.0,809.0,1086.0,54549.0,1002000.91,,Other / Not classified
5424,Auvelity,Dextromethorphan HBr/Bupropion,1,Overall,2023,0.0224370988,0.0224370988,3711.3603927,1037.8326681,18.7809658,0.0,9268.0,33143.0,1831476.0,34396888.12,,Other / Not classified
5430,Auvi-Q,Epinephrine,1,Overall,2019,-0.401714499,0.0640285373,7097.5000175,6085.0938589,2460.5758482,0.0,571.0,666.0,1647.0,4052672.51,A01AD|B02BC|C01CA|R01AA|R03AA|S01EA,Other / Not classified
5431,Auvi-Q,Epinephrine,1,Overall,2020,-0.401714499,0.0640285373,7189.7738298,5974.9986837,2466.2509102,0.0,423.0,509.0,1233.0,3041274.33,A01AD|B02BC|C01CA|R01AA|R03AA|S01EA,Other / Not classified
5432,Auvi-Q,Epinephrine,1,Overall,2021,-0.401714499,0.0640285373,6310.8734016,5519.1867742,2448.0214434,0.0,488.0,558.0,1258.0,3079706.22,A01AD|B02BC|C01CA|R01AA|R03AA|S01EA,Other / Not classified
5433,Auvi-Q,Epinephrine,1,Overall,2022,-0.401714499,0.0640285373,771.72929638,680.34030075,296.29027212,0.0,469.0,532.0,1222.0,361941.04,A01AD|B02BC|C01CA|R01AA|R03AA|S01EA,Other / Not classified
5434,Auvi-Q,Epinephrine,1,Overall,2023,-0.401714499,0.0640285373,919.8397954,750.85043841,315.26130485,0.0,782.0,958.0,2282.0,719314.72,A01AD|B02BC|C01CA|R01AA|R03AA|S01EA,Other / Not classified
5440,Avalide,Irbesartan/Hydrochlorothiazide,1,Overall,2019,0.0600879739,0.0599461137,2043.7415867,455.72186231,7.5948147402,0.0,813.0,3646.0,219786.0,1661561.91,,Other / Not classified
5441,Avalide,Irbesartan/Hydrochlorothiazide,1,Overall,2020,0.0600879739,0.0599461137,2548.3585784,512.98665366,8.1649979678,0.0,619.0,3075.0,194167.0,1577433.96,,Other / Not classified
5442,Avalide,Irbesartan/Hydrochlorothiazide,1,Overall,2021,0.0600879739,0.0599461137,2506.694936,592.55061798,8.622150943,0.0,547.0,2314.0,159874.0,1371162.13,,Other / Not classified
5443,Avalide,Irbesartan/Hydrochlorothiazide,1,Overall,2022,0.0600879739,0.0599461137,2687.0038584,641.36658856,9.0490091751,0.0,438.0,1835.0,130555.0,1176907.69,,Other / Not classified
5444,Avalide,Irbesartan/Hydrochlorothiazide,1,Overall,2023,0.0600879739,0.0599461137,2992.1893906,688.45147865,9.5914621083,0.0,361.0,1569.0,113199.0,1080180.37,,Other / Not classified
5450,Avapro,Irbesartan,1,Overall,2019,0.068284728,0.0499714761,1455.12875,384.95350883,6.5662443469,0.0,3432.0,12973.0,768467.0,4994001.87,C09CA,Hypertension
5451,Avapro,Irbesartan,1,Overall,2020,0.068284728,0.0499714761,2099.5075678,473.64719429,7.1008571601,0.0,2212.0,9805.0,661928.0,4644110.74,C09CA,Hypertension
5452,Avapro,Irbesartan,1,Overall,2021,0.068284728,0.0499714761,2341.8102697,530.4686027,7.5289193367,0.0,1780.0,7858.0,559600.0,4168422.28,C09CA,Hypertension
5453,Avapro,Irbesartan,1,Overall,2022,0.068284728,0.0499714761,2457.3542837,558.14603529,8.1449349161,0.0,1403.0,6177.0,429002.0,3447668.06,C09CA,Hypertension
5454,Avapro,Irbesartan,1,Overall,2023,0.068284728,0.0499714761,2658.5516124,606.82181784,8.5519493363,0.0,1228.0,5380.0,386143.0,3264701.38,C09CA,Hypertension
5460,Avastin,Bevacizumab,1,Overall,2019,0.0068548652,-0.000572261,30301.884093,5857.9217333,205.87935993,0.0,706.0,3652.0,103911.0,21393130.17,L01FG|S01LA,Other / Not classified
5461,Avastin,Bevacizumab,1,Overall,2020,0.0068548652,-0.000572261,28803.135087,5474.2569294,192.43469078,0.0,692.0,3641.0,103576.8,19931769.48,L01FG|S01LA,Other / Not classified
5462,Avastin,Bevacizumab,1,Overall,2021,0.0068548652,-0.000572261,32151.910386,6077.5574342,211.01038219,0.0,596.0,3153.0,90813.25,19162538.59,L01FG|S01LA,Other / Not classified
5463,Avastin,Bevacizumab,1,Overall,2022,0.0068548652,-0.000572261,33520.802902,6088.0552308,211.70392127,0.0,417.0,2296.0,66027.0,13978174.81,L01FG|S01LA,Other / Not classified
5464,Avastin,Bevacizumab,1,Overall,2023,0.0068548652,-0.000572261,35007.95173,5898.0788241,211.58277131,0.0,341.0,2024.0,56421.0,11937711.54,L01FG|S01LA,Other / Not classified
5470,Aveed,Testosterone Undecanoate,1,Overall,2019,0.0998094402,0.1077876634,3735.0806122,1198.1600655,397.43528773,0.0,196.0,611.0,1842.0,732075.8,G03BA,Other / Not classified
5471,Aveed,Testosterone Undecanoate,1,Overall,2020,0.0998094402,0.1077876634,4126.7636842,1298.9361596,432.97871988,0.0,209.0,664.0,1992.0,862493.61,G03BA,Other / Not classified
5472,Aveed,Testosterone Undecanoate,1,Overall,2021,0.0998094402,0.1077876634,5222.4299471,1447.2716422,482.42388074,0.0,189.0,682.0,2046.0,987039.26,G03BA,Other / Not classified
5473,Aveed,Testosterone Undecanoate,1,Overall,2022,0.0998094402,0.1077876634,5150.1425604,1574.7112408,524.90374692,0.0,207.0,677.0,2031.0,1066079.51,G03BA,Other / Not classified
5474,Aveed,Testosterone Undecanoate,1,Overall,2023,0.0998094402,0.1077876634,5929.5508072,1746.7501057,581.48189534,0.0,223.0,757.0,2274.0,1322289.83,G03BA,Other / Not classified
5480,Aviane,Levonorgestrel/Ethin.Estradiol,1,Overall,2019,-0.016739019,-0.026078302,101.82207977,23.943423403,0.5538382268,0.0,1053.0,4478.0,193592.0,107218.65,,Other / Not classified
5481,Aviane,Levonorgestrel/Ethin.Estradiol,1,Overall,2020,-0.016739019,-0.026078302,118.38395323,25.740627119,0.5685448488,0.0,898.0,4130.0,186984.0,106308.79,,Other / Not classified
5482,Aviane,Levonorgestrel/Ethin.Estradiol,1,Overall,2021,-0.016739019,-0.026078302,108.01102924,25.496805632,0.5260157549,0.0,855.0,3622.0,175564.0,92349.43,,Other / Not classified
