Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spnd_Per_Dsg_Unt_Wghtd_2023,Avg_Spnd_Per_Clm_2023,Avg_Spnd_Per_Bene_2023,Outlier_Flag_2023,Chg_Avg_Spnd_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
Azithromycin*,Azithromycin,1,Fresenius-Premi,2950.41,15846,91,58,0.18619273,32.422087912,50.869137931,0,4574.74,38769.5,135,81,0.1179984266,33.886962963,56.478271605,0,1865.45,30773,53,26,0.0606196991,35.197169811,71.748076923,0,1572.6,17415,49,31,0.0903014643,32.093877551,50.729032258,0,2547.26,61387,58,25,0.0414951048,43.918275862,101.8904,0,-0.540482481,-0.312918055
Azithromycin*,Azithromycin,1,Taro Pharm USA,,,,,,,,,,,,,,,,,,,,,,,,,3476.68,6930,115,90,0.5016854257,30.232,38.629777778,0,299.37,585,13,11,0.5117435897,23.028461538,27.215454545,1,0.0200487468,0.0200487468
Azithromycin*,Azithromycin,1,Epic Pharma LLC,75597.11,124036,1852,1322,0.6096773987,40.819173866,57.183895613,0,142105.46,242251.196,3442,2276,0.5814121539,41.285723417,62.436493849,0,229606.07,390975.57,5720,3584,0.5799004931,40.140921329,64.064193638,0,331411.71,551668,8712,5943,0.591443581,38.04082989,55.765053004,0,253479.66,486119.722,8194,5634,0.5156129814,30.93478887,44.991064963,0,-0.128212736,-0.041027978
Azithromycin*,Azithromycin,1,Bionpharma Inc.,145872.98,110998,11563,9821,1.3790168234,12.615495979,14.853169738,0,1343369.4,1273570.5,164496,135833,1.0595680203,8.1665779107,9.8898603432,0,2200219.23,2206513,317664,263538,0.9859995871,6.9262466946,8.3487741047,0,2542765.41,2391164,360040,297546,1.041624387,7.062452533,8.5457892561,0,1673814.04,1912946,289772,236249,0.8549565033,5.7763139296,7.0849571427,0,-0.179208442,-0.112652737
Azithromycin*,Azithromycin,1,Athenex Pharmac,16203.89,55849,479,264,0.2901375137,33.828580376,61.378371212,0,20181.28,80048.9,654,409,0.2521118966,30.8582263,49.342982885,0,14047.19,68630,325,180,0.2046800233,43.222123077,78.039944444,0,19310.49,213290.4,453,212,0.0905361423,42.628013245,91.087216981,0,9475.84,79729,211,108,0.1188506064,44.909194313,87.739259259,0,0.3127421099,-0.199982699
Azithromycin*,Azithromycin,1,Zydus Pharmaceu,62925.73,90409,1527,1051,0.6869338275,41.208729535,59.87224548,0,39895.45,49482,725,509,0.8041638245,55.028206897,78.380058939,0,83424.03,126354.5,1692,1122,0.656916393,49.30498227,74.352967914,0,180878.06,267382.5,4060,2966,0.6483940017,44.551246305,60.983836817,0,203206.64,392791.306,6373,4519,0.5119354094,31.885554684,44.967169728,0,-0.210456284,-0.07087303
Azithromycin*,Azithromycin,1,Avkare,,,,,,,,,,,,,,,,,,,,,,,,,247.44,179,29,28,1.310274364,8.5324137931,8.8371428571,1,1648.94,864,112,92,2.050626315,14.722678571,17.92326087,0,0.565035821,0.565035821
Azithromycin*,Azithromycin,1,Tagi Pharma,1681505.1,1125635.5,124827,112059,1.542002692,13.470684227,15.005533692,0,5980360.95,4592629.86,484727,370574,1.3700177203,12.337585796,16.138101837,0,6719965.21,5550180.341,584811,438586,1.2576407934,11.49083244,15.321887178,0,10519187.83,8095111.73,954973,741217,1.3294337532,11.01516779,14.191778966,0,10389487.29,9412899.016,1141983,880191,1.1202793849,9.097760028,11.803673623,0,-0.157325905,-0.076769161
Azithromycin*,Azithromycin,1,Teva USA,25222638.57,20867292.575,2850669,2210480,1.2238927563,8.8479716761,11.410480335,0,19858649.83,16098541.443,2068217,1573987,1.2436499852,9.6018211967,12.616781352,0,16502011.17,13441037.02,1653117,1249389,1.2361203777,9.9823613029,13.208065038,0,18229766.47,13418268.726,1755805,1364853,1.3755013598,10.382568947,13.356578672,0,13093684.32,12554596.88,1611176,1239987,1.0632922347,8.1267870922,10.559533543,0,-0.22697842,-0.034555485
Azithromycin*,Azithromycin,1,Auromedics-Eugi,28560.49,90087.5,562,316,0.3170305536,50.819377224,90.381297468,0,35906.02,165667.8,696,422,0.2167350565,51.589109195,85.08535545,0,21926.39,69739.2,383,221,0.314405528,57.249060052,99.214434389,0,30424.05,61107.5,534,226,0.4978775109,56.973876404,134.61969027,0,38414.96,95998.5,712,302,0.4001620859,53.953595506,127.2018543,0,-0.196263986,0.0599459134
Azithromycin*,Azithromycin,1,AHP,4926.89,3570,360,298,1.4001875627,13.685805556,16.533187919,0,4383.58,2456,332,290,1.8613762768,13.203554217,15.115793103,0,692.33,367,66,64,1.8483558966,10.489848485,10.81765625,0,508.05,367,64,48,1.6477827523,7.93828125,10.584375,1,182.22,101,27,26,2.0193400673,6.7488888889,7.0084615385,1,0.225489261,0.0958618589
Azithromycin*,Azithromycin,1,Sun Pharmaceuti,,,,,,,,,,,,,,,,,432.36,1002,16,13,0.431497006,27.0225,33.258461538,1,1155.38,3876,35,30,0.2980856553,33.010857143,38.512666667,1,3410.85,9429,67,49,0.3617403754,50.908208955,69.609183673,0,0.2135450633,-0.084391957
Azithromycin*,Azithromycin,1,Fresenius Kabi,20401.4,32806,412,181,0.6218801439,49.517961165,112.71491713,0,34010.34,113176,644,298,0.3005084117,52.811086957,114.12865772,0,25368.23,53664.4,436,158,0.4727199037,58.184013761,160.55841772,0,28038.98,22400.25,326,135,1.2517262084,86.009141104,207.69614815,0,6693.96,35292,128,61,0.1896735804,52.2965625,109.73704918,0,-0.848470393,-0.256852471
Azithromycin*,Azithromycin,1,Rising Pharm,,,,,,,,,13188.8,15046,2328,2200,0.877484068,5.6652920962,5.9949090909,0,242256.68,181684,24755,21987,1.2897791572,9.7861716825,11.018178014,0,32116.52,26270,3779,3483,1.2270756188,8.4986821911,9.2209359747,0,2709.38,2341,384,341,1.1600149606,7.0556770833,7.9453958944,0,-0.054650795,0.0975090669
Azopt,Brinzolamide,1,Overall,,,,101287,,,,,,,,84859,,,,,,,,59040,,,,,16136852.38,438822,35157,22399,36.773116161,458.99400916,720.42735747,0,21806626.69,586152.999,45061,12393,37.202960195,483.93570249,1759.5922448,0,0.0116890837,0.0116890837
Azopt,Brinzolamide,1,Novartis/Sandoz,,,,,,,,,,,,,,,,,,,,,,,,,16136852.38,438822,35157,13766,36.773116161,458.99400916,1172.2252201,0,21806626.69,586152.999,45061,12393,37.202960195,483.93570249,1759.5922448,0,0.0116890837,0.0116890837
Azor,Amlodipine Bes/Olmesartan Med,2,Overall,5287734.9,500618,9765,1967,10.606443455,541.49870968,2688.2231317,0,4911911.51,443228,8015,1537,11.128613196,612.839864,3195.778471,0,4352589.49,368546,6701,1256,11.849231012,649.54327563,3465.437492,0,3803803.08,314199,5585,1073,12.123765935,681.07485765,3545.01685,0,3345694.23,249575,4249,854,13.430731468,787.4074441,3917.6747424,0,0.1078019437,0.0607974602
Azor,Amlodipine Bes/Olmesartan Med,1,Daiichi Sankyo/,5287734.9,500618,9765,1935,10.606443455,541.49870968,2732.6795349,0,4911911.51,443228,8015,1537,11.128613196,612.839864,3195.778471,0,4352589.49,368546,6701,1256,11.849231012,649.54327563,3465.437492,0,3148833.05,263903,4725,1062,11.952378088,666.41969312,2965.0028719,0,127919.15,10401,190,97,12.3114181,673.25868421,1318.7541237,0,0.0300392115,0.0379694584
Azor,Amlodipine Bes/Olmesartan Med,1,Cosette Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,654970.03,50296,860,559,13.065402655,761.59305814,1171.6816279,0,3217775.08,239174,4059,826,13.483126033,792.75069722,3895.611477,0,0.0319717187,0.0319717187
Azstarys,Serdexmethylphen/Dexmethylphen,1,Overall,,,,,,,,,,,,,,,,,4249.19,314,12,,13.528460481,354.09916667,,1,159660.32,11725,402,176,13.618152653,397.16497512,907.16090909,0,1362148.88,97156,3223,958,14.020349701,422.63384424,1421.8673069,0,0.0295338919,0.0180174782
Azstarys,Serdexmethylphen/Dexmethylphen,1,Corium/Prasco L,,,,,,,,,,,,,,,,,4249.19,314,12,,13.528460481,354.09916667,,1,159660.32,11725,402,176,13.618152653,397.16497512,907.16090909,0,1362148.88,97156,3223,958,14.020349701,422.63384424,1421.8673069,0,0.0295338919,0.0180174782
Aztreonam,Aztreonam,4,Overall,2627483.51,537312.65,4357,1722,4.9238973282,603.04877439,1525.8324681,1,2888801.49,600820.825,4601,1677,6.4639115403,627.86383178,1722.6007692,1,3150846.09,580913.5,4538,1577,6.8661512797,694.32483253,1998.0000571,1,2832960.49,464059.1,3874,1363,8.4747952571,731.27529427,2078.474314,1,2981670.86,430255.55,4082,1454,8.2362533413,730.44362077,2050.6677166,1,-0.028147219,0.1372479877
Aztreonam,Aztreonam,1,Hospira/Pfizer,,,,,,,,,,,,,,,,,,,,,,,,,233066.3,30263,389,169,7.4111220904,599.14215938,1379.0905325,1,500908.73,83370.5,1003,467,7.584361633,499.4104985,1072.6097002,1,0.0233756158,0.0233756158
Aztreonam,Aztreonam,1,Fresenius Kabi,2123204.36,442524.4,3508,1451,4.7941031202,605.24639681,1463.2697174,1,2457081.97,512698.825,3877,1444,4.8270362971,633.75856848,1701.5803116,1,2844506.04,528989.5,4021,1413,5.240036298,707.41259388,2013.0969851,1,2275369.03,344864.1,2980,1097,6.6512847217,763.54665436,2074.1741386,1,2188966.97,270567.95,2628,949,8.3066155625,832.94024734,2306.6037619,1,0.2488738507,0.1473057892
Aztreonam,Aztreonam,1,Fresenius-Premi,342367.59,69387.5,580,252,5.0399904424,590.28894828,1358.6015476,1,290469.94,82837.5,509,209,3.8723665408,570.66785855,1389.8083254,1,182382.24,49291.5,331,153,3.7716615462,551.00374622,1192.0407843,1,200216.87,86438,324,147,2.3244443976,617.95330247,1362.0195238,1,196093.91,71599.1,328,138,2.6569659798,597.84728659,1420.9703623,1,0.1430542208,-0.147902933
Aztreonam,Aztreonam,1,Fresenius-Novap,161911.56,25400.75,269,102,6.3662173109,601.90171004,1587.3682353,1,141249.58,5284.5,215,89,42.116291647,656.9747907,1587.0739326,1,123957.81,2632.5,186,70,47.526820327,666.43983871,1770.8258571,0,124308.29,2494,181,75,51.792717554,686.7861326,1657.4438667,0,95701.25,4718,123,42,26.926836435,778.05894309,2278.6011905,1,-0.480103812,0.4340885498
Azulfidine,Sulfasalazine,1,Overall,368430.23,216631,848,226,1.7029857696,434.46961085,1630.2222566,0,387389.51,235250,1035,383,1.6551992009,374.28938164,1011.4608616,0,579870.87,360474,1982,735,1.6247504981,292.56855197,788.93995918,0,433431.03,248022,1145,384,1.785723194,378.54238428,1128.7266406,0,272280.71,152048,601,204,1.7949824248,453.04610649,1334.7093627,0,0.0051851434,0.0132399281
Azulfidine,Sulfasalazine,1,Pharmacia-Upjhn,368430.23,216631,848,226,1.7029857696,434.46961085,1630.2222566,0,387389.51,235250,1035,383,1.6551992009,374.28938164,1011.4608616,0,579870.87,360474,1982,735,1.6247504981,292.56855197,788.93995918,0,433431.03,248022,1145,384,1.785723194,378.54238428,1128.7266406,0,272280.71,152048,601,204,1.7949824248,453.04610649,1334.7093627,0,0.0051851434,0.0132399281
Azurette,Desog-E.Estradiol/E.Estradiol,1,Overall,46960.92,43904,929,219,1.0696273688,50.549967707,214.43342466,0,37559.58,34888,714,169,1.0765759,52.604453782,222.2460355,0,29157.44,31052,646,147,0.9389875048,45.135356037,198.34993197,0,26951.55,31332,599,138,0.860192455,44.994240401,195.30108696,0,24536.05,29014,544,125,0.8456624388,45.103033088,196.2884,0,-0.016891588,-0.05704464
Azurette,Desog-E.Estradiol/E.Estradiol,1,Mayne Pharma In,46960.92,43904,929,219,1.0696273688,50.549967707,214.43342466,0,37559.58,34888,714,169,1.0765759,52.604453782,222.2460355,0,29157.44,31052,646,147,0.9389875048,45.135356037,198.34993197,0,26951.55,31332,599,138,0.860192455,44.994240401,195.30108696,0,24536.05,29014,544,125,0.8456624388,45.103033088,196.2884,0,-0.016891588,-0.05704464
B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,1,Overall,2229.66,72250,669,145,0.030860346,3.3328251121,15.376965517,0,9788.2,297821,2610,678,0.0328660504,3.7502681992,14.436873156,0,6386.46,202160,1699,550,0.0315911159,3.7589523249,11.611745455,0,5514.58,183814,1565,442,0.0300008704,3.5236932907,12.476425339,0,4070.52,138663,1173,347,0.0293554878,3.4701790281,11.730605187,0,-0.021512132,-0.012420361
B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,1,Becton Dickinso,2229.66,72250,669,145,0.030860346,3.3328251121,15.376965517,0,9788.2,297821,2610,678,0.0328660504,3.7502681992,14.436873156,0,6386.46,202160,1699,550,0.0315911159,3.7589523249,11.611745455,0,5514.58,183814,1565,442,0.0300008704,3.5236932907,12.476425339,0,4070.52,138663,1173,347,0.0293554878,3.4701790281,11.730605187,0,-0.021512132,-0.012420361
BCG (Tice Strain),BCG Live,1,Overall,363601.07,2276,686,442,159.75442443,530.03071429,822.6268552,0,371363.73,2341,630,410,158.63465613,589.4662381,905.76519512,0,395987.35,2448,668,430,161.7595384,592.79543413,920.90081395,0,573009.03,3506,956,599,163.43668853,599.38183054,956.609399,0,721869.81,4385,1166,709,164.62253364,619.09932247,1018.1520592,0,0.0072556848,0.0075325755
BCG (Tice Strain),BCG Live,1,Merck Sharp & D,363601.07,2276,686,442,159.75442443,530.03071429,822.6268552,0,371363.73,2341,630,410,158.63465613,589.4662381,905.76519512,0,395987.35,2448,668,430,161.7595384,592.79543413,920.90081395,0,573009.03,3506,956,599,163.43668853,599.38183054,956.609399,0,721869.81,4385,1166,709,164.62253364,619.09932247,1018.1520592,0,0.0072556848,0.0075325755
Bacitracin*,Bacitracin,1,Overall,7862211.59,303089.5,81383,56460,25.940230823,96.607541993,139.25277347,0,5249559.93,202879,54207,38563,25.875324356,96.842841884,136.12944869,0,3795859.7,145558.5,39193,29163,26.07789789,96.850450336,130.16012413,0,145242.34,5555.5,1452,1220,26.143882639,100.02915978,119.05109836,0,1917494.34,68817.5,18535,14794,27.863469902,103.45262153,129.61297418,0,0.0657739819,0.0180411684
Bacitracin*,Bacitracin,1,Perrigo/Padagis,7862211.59,303089.5,81383,56411,25.940230823,96.607541993,139.3737319,0,5249559.93,202879,54207,38518,25.875324356,96.842841884,136.28848668,0,3795859.7,145558.5,39193,29154,26.07789789,96.850450336,130.20030528,0,145242.34,5555.5,1452,1220,26.143882639,100.02915978,119.05109836,0,1917494.34,68817.5,18535,14794,27.863469902,103.45262153,129.61297418,0,0.0657739819,0.0180411684
Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,1,Overall,616389.55,132900.5,36408,28127,4.63797766,16.930057954,21.914514523,0,631106.06,133854.5,36073,25620,4.7148662167,17.495247415,24.633335675,0,566251.27,136298.5,36524,26287,4.1544937765,15.503539317,21.541114239,0,663026.26,164141.5,43551,31188,4.0393578711,15.224134004,21.259018212,0,594734.97,143204.5,38316,28443,4.1530466571,15.521843877,20.90971311,0,0.0281452621,-0.027231409
Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,1,Bausch & Lomb I,616389.55,132900.5,36408,28127,4.63797766,16.930057954,21.914514523,0,631106.06,133854.5,36073,25620,4.7148662167,17.495247415,24.633335675,0,566251.27,136298.5,36524,26287,4.1544937765,15.503539317,21.541114239,0,663026.26,164141.5,43551,31188,4.0393578711,15.224134004,21.259018212,0,594734.97,143204.5,38316,28443,4.1530466571,15.521843877,20.90971311,0,0.0281452621,-0.027231409
Baclofen*,Baclofen,23,Overall,119272109.76,442799531.39,4736430,1236326,0.2701360264,25.181858438,96.473025529,0,137070748.7,453523553.66,4780002,1190089,0.3063353354,28.675876851,115.17688904,0,140461447.96,455317238.69,4830105,1236286,0.315629508,29.080412943,113.61565848,0,141161725.54,454426214.79,4827678,1258932,0.3175408099,29.240087168,112.12815747,0,115369870.61,465422248.12,4969653,1303677,0.2551435578,23.214874481,88.495747497,0,-0.196501521,-0.014173417
Baclofen*,Baclofen,1,Qualitest/Par P,4511036.84,13940739.16,167122,52812,0.3139190478,26.992477591,85.416890858,0,2822099.31,8273834.1,107257,30707,0.3318037844,26.311562975,91.904103625,0,2778581.92,7688752.626,102490,32219,0.3524888687,27.110761245,86.240476737,0,1765694.04,4850184.51,70852,20803,0.3530275072,24.920877886,84.876894679,0,1363719.8,4049583.75,58414,17147,0.3281892671,23.34576985,79.53110165,0,-0.070357804,0.0111758212
Baclofen*,Baclofen,1,Mckesson Packag,58865.98,158808.1,2237,363,0.3562732136,26.314698257,162.16523416,0,37163.82,98856,1343,281,0.3614064784,27.672241251,132.25558719,0,3677.7,16044,208,57,0.2268821642,17.68125,64.521052632,0,3142.53,16971,256,58,0.1812796903,12.275507813,54.181551724,0,1748.62,9257,138,40,0.1851724324,12.67115942,43.7155,0,0.0214736803,-0.150920628
Baclofen*,Baclofen,1,Marlex Pharm.,753.89,2078,45,26,0.3586919174,16.753111111,28.995769231,1,36566.34,331051,3802,1856,0.1098764282,9.6176591268,19.70169181,0,143761.73,1287395,14352,4401,0.1111709317,10.016842949,32.665696433,0,139984.69,1259454.5,14002,4300,0.1104710767,9.9974782174,32.55457907,0,84533.78,759451,9120,3024,0.1106885978,9.2690548246,27.954292328,0,0.0019690322,-0.254675626
Baclofen*,Baclofen,1,Amneal Pharmace,,,,,,,,,,,,,,,,,2815396.77,8072197.633,77439,51825,0.3630715181,36.356316197,54.325070333,0,17045939.13,41185309.75,421654,141986,0.4294568749,40.426366476,120.05366114,0,5994371.3,15109709,174058,81582,0.4258579209,34.438930127,73.476640681,0,-0.008380245,0.0830194948
Baclofen*,Baclofen,1,Aurobindo Pharm,,,,,,,,,,,,,,,,,,,,,,,,,4529732.64,13226793.75,144183,56609,0.3377716956,31.416551466,80.017888322,0,6736115.61,25334709.75,287401,97075,0.2606423938,23.438038177,69.390838115,0,-0.228347439,-0.228347439
Baclofen*,Baclofen,1,AHP,7467.64,23571,391,95,0.3084931674,19.098823529,78.606736842,0,3161.63,11425.5,173,62,0.2739320442,18.275317919,50.994032258,0,2737.5,10430,173,47,0.2559910777,15.823699422,58.244680851,0,2652.48,14974,227,54,0.1749937918,11.684933921,49.12,0,1137.56,6130,106,25,0.1814308157,10.731698113,45.5024,0,0.0367842987,-0.124277767
Baclofen*,Baclofen,1,Teva USA,28711641.53,95447244.378,1092014,288450,0.2922260425,26.292374942,99.537672144,0,29127617.55,88921209.448,946200,244363,0.3214113972,30.783785193,119.19815009,0,26974883.03,79259943.805,844817,233487,0.3338485943,31.929853483,115.53055643,0,16621466.87,49597013.257,554561,153499,0.3298353598,29.972296772,108.28387722,0,13913459.32,55646798.774,612956,170104,0.245106124,22.698952812,81.793839769,0,-0.256883422,-0.043006889
Baclofen*,Baclofen,1,Northstar Rx Ll,8181247.57,34093210.792,407090,119919,0.2344688854,20.096901349,68.223113685,0,11687296.57,41612027.34,486210,138328,0.2774049945,24.037548734,84.489738665,0,12001666.04,38766027.58,454113,134275,0.3064205471,26.428809658,89.38124029,0,8899250.73,27508511.984,324722,96381,0.3198490222,27.405752397,92.334077567,0,6571507.6,26483277.984,308675,95508,0.243478009,21.289406657,68.805834066,0,-0.23877207,0.009470497
Baclofen*,Baclofen,1,Sagent Pharmace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10481.03,520,18,,18.691347884,582.27944444,,1,,
Baclofen*,Baclofen,1,Major Pharmaceu,106635.84,322098,4356,721,0.3234612731,24.480220386,147.89991678,0,96483.8,275139,3971,641,0.3452538798,24.297104004,150.52074883,0,63255.71,190632.5,2926,554,0.3282178986,21.618492823,114.17998195,0,36003.8,117051,1958,424,0.3010214115,18.38804903,84.914622642,0,28807.77,91699.5,1661,441,0.3029146203,17.343630343,65.323741497,0,0.0062892828,-0.016273239
Baclofen*,Baclofen,1,Upsher-Smith La,21833680.85,97481598.732,975619,342371,0.2178070639,22.379310827,63.771992517,0,20068108.42,76434667.43,691938,232397,0.2566553643,29.002755189,86.352699992,0,19746862.27,69598073.5,610899,217796,0.2766831224,32.32426681,90.666781162,0,19179704.51,67764663,584892,206879,0.2766965446,32.79187356,92.709770011,0,12871405.77,65417917.9,564011,206205,0.1923222115,22.821196342,62.420434859,0,-0.304934539,-0.030630456
Baclofen*,Baclofen,1,Advagen Pharma,,,,,,,,,,,,,,,,,8202.79,20306,235,176,0.4135588205,34.905489362,46.606761364,0,7930564.29,30631097.5,305578,128355,0.2561671978,25.952667699,61.786173425,0,18487261.98,71901358.747,746529,300925,0.2619051187,24.764291782,61.434782687,0,0.0223991245,-0.204201073
Baclofen*,Baclofen,1,Mylan Instituti,,,,,,,,,19585.6,560,22,,34.816474747,890.25454545,,1,16805.49,480,23,12,34.809743478,730.67347826,1400.4575,1,36373.24,940,28,,38.69493617,1299.0442857,,1,16247.22,540,18,,26.519054167,902.62333333,,1,-0.314663447,-0.086747062
Baclofen*,Baclofen,1,Lifestar Pharma,,,,,,,,,,,,,,,,,,,,,,,,,1087544.26,1800003.5,23352,12393,0.6185818265,46.571782288,87.754721214,0,4620018.94,12020740.361,147469,57067,0.3929624777,31.328746652,80.957802933,0,-0.364736465,-0.364736465
Baclofen*,Baclofen,1,Zydus Pharmaceu,6535288.98,25293959.968,314253,105364,0.2518284117,20.796266002,62.02582457,0,11283163.3,38611577.717,490522,123567,0.2868387078,23.002359323,91.312108411,0,15097156.27,36558501.68,479574,148372,0.4157794461,31.480347704,101.75205746,0,22589279.02,78194706.191,820642,254249,0.2948841473,27.526350126,88.847071257,0,17645707.57,84506827.383,841082,242808,0.2092361578,20.979770783,72.673501573,0,-0.290446232,-0.045264651
Baclofen*,Baclofen,1,Kartha Pharmace,,,,,,,,,,,,,,,,,,,,,,,,,288719.31,847282.5,11334,6401,0.3382513908,25.47373478,45.105344477,0,2029577.5,8304396.5,104440,37645,0.2411416816,19.432951934,53.913600744,0,-0.287093303,-0.287093303
Baclofen*,Baclofen,1,Lannett Co. Inc,24836622.91,98935213.567,944369,297619,0.2464468333,26.29970161,83.45106633,0,28682238.02,106495965.99,1010099,294608,0.2648130132,28.395472147,97.357295185,0,19519767.31,89229692.11,838701,265091,0.2160051351,23.27380951,73.634213572,0,4498140.64,20332819.5,216645,95399,0.2329993667,20.76272538,47.150815417,0,2325269.61,6492948.026,100629,40762,0.3727591513,23.107350863,57.045032383,0,0.5998290322,0.108986522
Baclofen*,Baclofen,1,Chartwell Rx Ll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3133.81,6408,108,69,0.5055365871,29.016759259,45.417536232,0,,
Baclofen*,Baclofen,1,Wilshire Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400208.51,70750,279,117,5.6566573852,1434.4391039,3420.5855556,0,,
Baclofen*,Baclofen,1,"Trupharma, LLC.",24370939.56,76579609.693,823352,276812,0.3455460247,29.599660364,88.041485051,0,29275389.25,74381270.13,823574,275277,0.4311802978,35.546762343,106.34883862,0,29975451.38,80921065.438,889412,305276,0.3991558864,33.702548853,98.191313369,0,18407430.97,51976441.993,581324,241109,0.387031334,31.664667156,76.344852204,0,13215063.41,49735503.734,564952,230439,0.2848203144,23.391480002,57.347338819,0,-0.264089779,-0.047168151
Baclofen*,Baclofen,1,Eywa Pharma Inc,117928.17,521400,5582,4673,0.2208323596,21.12650842,25.236073186,0,3772569.92,17449628.5,208709,74872,0.2117153088,18.075741439,50.386925954,0,4183331.62,17544270.25,222285,77465,0.232435489,18.819675732,54.002860905,0,3189592.4,15429573.25,177246,68844,0.2015144308,17.995285648,46.330724537,0,1830317.19,10780232,108567,50200,0.1730776246,16.858872309,36.460501793,0,-0.141115483,-0.05909765
Baclofen*,Baclofen,1,Camber Pharmace,,,,,,,,,,,,,,,,,2279367.12,8485750.813,98913,44632,0.2707257018,23.044161233,51.070243771,0,4883349.99,16141085.804,189053,63837,0.3303708455,25.830587137,76.49717233,0,3918562.97,13719469.5,164474,53596,0.3160260334,23.824817114,73.112974289,0,-0.043420333,0.0804301276
Baclofen*,Baclofen,1,Unichem Pharmac,,,,,,,,,159305.17,626341.5,6182,4226,0.2487523763,25.769196053,37.696443445,0,4850543.31,17667675.75,193545,90201,0.2712550439,25.061579013,53.77482855,0,10027160,33531337.8,385169,129197,0.2961647275,26.033143893,77.611399646,0,3301213.74,14974019.214,174548,66995,0.2181212435,18.912927905,49.275524144,0,-0.26351377,-0.042856821
Bactrim,Sulfamethoxazole/Trimethoprim,1,Overall,3683.26,2664,32,15,1.3826051051,115.101875,245.55066667,0,2067.15,1484,17,,1.392958221,121.59705882,,1,1861.27,1303,17,,1.4284497314,109.48647059,,1,,,,,,,,,1593.15,1188,28,15,1.3410353535,56.898214286,106.21,1,,-0.007602829
Bactrim,Sulfamethoxazole/Trimethoprim,1,Caraco Pharma I,3683.26,2664,32,15,1.3826051051,115.101875,245.55066667,0,2067.15,1484,17,,1.392958221,121.59705882,,1,1861.27,1303,17,,1.4284497314,109.48647059,,1,,,,,,,,,1593.15,1188,28,15,1.3410353535,56.898214286,106.21,1,,-0.007602829
Bactrim Ds,Sulfamethoxazole/Trimethoprim,1,Overall,25218.17,9893,324,217,2.5490922875,77.833858025,116.21276498,0,28371.04,11351,324,187,2.4994308871,87.564938272,151.71679144,0,19870.05,8022,208,139,2.4769446522,95.529086538,142.95,0,16941.1,6493,226,163,2.6091329124,74.960619469,103.93312883,0,18547.78,7083,209,150,2.6186333475,88.745358852,123.65186667,0,0.0036412231,0.0067514964
Bactrim Ds,Sulfamethoxazole/Trimethoprim,1,Caraco Pharma I,25218.17,9893,324,217,2.5490922875,77.833858025,116.21276498,0,28371.04,11351,324,187,2.4994308871,87.564938272,151.71679144,0,19870.05,8022,208,139,2.4769446522,95.529086538,142.95,0,16941.1,6493,226,163,2.6091329124,74.960619469,103.93312883,0,18547.78,7083,209,150,2.6186333475,88.745358852,123.65186667,0,0.0036412231,0.0067514964
Bafiertam,Monomethyl Fumarate,1,Overall,,,,,,,,,,,,,,,,,767710.26,15600,112,39,49.212196154,6854.5558929,19684.878462,0,3109005.49,59640,377,83,52.129535379,8246.6989125,37457.89747,0,4951676.03,89432,588,126,55.368056512,8421.2177381,39299.016111,0,0.0621244964,0.060701704
Bafiertam,Monomethyl Fumarate,1,Banner Life Sci,,,,,,,,,,,,,,,,,767710.26,15600,112,39,49.212196154,6854.5558929,19684.878462,0,3109005.49,59640,377,83,52.129535379,8246.6989125,37457.89747,0,4951676.03,89432,588,126,55.368056512,8421.2177381,39299.016111,0,0.0621244964,0.060701704
