Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Tot_Spndng_2022,Tot_Dsg_Unts_2022,Tot_Clms_2022,Tot_Benes_2022,Avg_Spnd_Per_Dsg_Unt_Wghtd_2022,Avg_Spnd_Per_Clm_2022,Avg_Spnd_Per_Bene_2022,Outlier_Flag_2022,Tot_Spndng_2023,Tot_Dsg_Unts_2023,Tot_Clms_2023,Tot_Benes_2023,Avg_Spnd_Per_Dsg_Unt_Wghtd_2023,Avg_Spnd_Per_Clm_2023,Avg_Spnd_Per_Bene_2023,Outlier_Flag_2023,Chg_Avg_Spnd_Per_Dsg_Unt_22_23,CAGR_Avg_Spnd_Per_Dsg_Unt_19_23
Mirtazapine,Mirtazapine,1,"Gsms, Inc.",,,,,,,,,163.29,532,17,,0.3101588772,9.6052941176,,1,711.03,3045,97,30,0.2339945647,7.3302061856,23.701,0,199.92,752,20,,0.273283188,9.996,,1,620.73,1076,35,16,0.5974289903,17.735142857,38.795625,0,1.1861168795,0.2442300682
Mirtazapine,Mirtazapine,1,Bryant Ranch Pr,,,,,,,,,,,,,,,,,,,,,,,,,88.32,440,11,,0.2103391053,8.0290909091,,1,190.06,731,25,,0.2608075273,7.6024,,1,0.2399383692,0.2399383692
Mirtazapine,Mirtazapine,1,Avkare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.55,1161,33,21,1.618044789,56.925757576,89.454761905,0,,
Mirtazapine,Mirtazapine,1,Aurobindo Pharm,74333848.59,149772690.57,3718546,874707,0.5152374582,19.990030671,84.981426455,0,86754969.57,169801819.89,4145030,956388,0.5357466525,20.929877364,90.711060333,0,97157845.01,178812841.83,4352639,967717,0.5699736749,22.321595016,100.39902679,0,99236717.2,185990001.53,4468271,1006523,0.563825795,22.209198413,98.593591205,0,111669517.93,208062322.97,4907620,1102074,0.566894209,22.754312259,101.32669669,0,0.0054421314,0.0241737674
Mirtazapine,Mirtazapine,1,Apotex Corp,10510187.06,26890216.799,797306,173499,0.3903615795,13.18212463,60.577796183,0,13664832.11,39443445.666,1044311,258372,0.3464656444,13.085021713,52.888208126,0,11518807.25,33879047.675,911463,213009,0.3404113771,12.637712392,54.076622349,0,11213859.66,31770193.22,857224,193451,0.353804002,13.081597879,57.967442195,0,12571709.71,36227699.448,942492,215964,0.3479728357,13.338797263,58.212061779,0,-0.016481346,-0.028328267
Mirtazapine,Mirtazapine,1,AHP,19999.45,43763,1880,454,0.4551667218,10.638005319,44.051651982,0,10915.84,26065,1005,322,0.4142335917,10.861532338,33.900124224,0,5247.5,13019.5,518,170,0.4080238007,10.13030888,30.867647059,0,2848.36,7957,356,116,0.3528281366,8.001011236,24.554827586,0,3075.82,8040,366,120,0.3761779498,8.4038797814,25.631833333,0,0.0661789999,-0.046532908
Mirvaso,Brimonidine Tartrate,1,Overall,2209714.21,132426,3891,2150,16.688371462,567.90393472,1027.7740512,0,2017667.39,116430,3397,1795,17.330199405,593.95566382,1124.0486852,0,2070539.3,111356,3319,1801,18.593839702,623.84432058,1149.6609106,0,2219875.81,112965,3400,1859,19.650830283,652.90465,1194.1236202,0,898664.9,43170,1366,682,20.816710475,657.88060029,1317.6904692,0,0.0593298184,0.0568163801
Mirvaso,Brimonidine Tartrate,1,Galderma Labora,2209714.21,132426,3891,2150,16.688371462,567.90393472,1027.7740512,0,2017667.39,116430,3397,1795,17.330199405,593.95566382,1124.0486852,0,2070539.3,111356,3319,1801,18.593839702,623.84432058,1149.6609106,0,2219875.81,112965,3400,1859,19.650830283,652.90465,1194.1236202,0,898664.9,43170,1366,682,20.816710475,657.88060029,1317.6904692,0,0.0593298184,0.0568163801
Misoprostol,Misoprostol,5,Overall,6839445.18,8879009.811,117970,46332,0.7835844713,57.976139527,147.61817275,0,6082862.41,8009575,104908,41584,0.7746498233,57.982826953,146.27891521,0,5360626.62,6934910.167,98709,43913,0.7932116618,54.307374404,122.07379637,0,5138301.61,6464605.5,95595,45310,0.8214762851,53.750736022,113.40325778,0,4396126.29,5956086.5,94110,47809,0.7664935008,46.712637233,91.951856136,0,-0.066931676,-0.005497993
Misoprostol,Misoprostol,1,Novitium/Ani Ph,,,,,,,,,,,,,,,,,,,,,,,,,815956.25,1000506,10306,5598,0.8288348668,79.172933243,145.75852983,0,2312481.55,2967475.5,40261,20217,0.8083703035,57.437260624,114.38302171,0,-0.024690761,-0.024690761
Misoprostol,Misoprostol,1,Marlex Pharm.,,,,,,,,,,,,,,,,,,,,,,,,,8371.01,17479,241,155,0.4887571926,34.734481328,54.006516129,0,48202.91,106066,1475,753,0.4672538889,32.679938983,64.014488712,0,-0.043995882,-0.043995882
Misoprostol,Misoprostol,1,Greenstone LLC.,3882093.31,5153036.811,69837,30157,0.7683172319,55.587916291,128.72942634,0,3713228,5004966,66338,29893,0.7579934815,55.974373662,124.2173084,0,3804321.05,5044069.667,72130,34431,0.7752265102,52.742562734,110.49115768,0,2541269.07,3290609,53176,27812,0.803349334,47.789774898,91.373114843,0,1746385.78,2517739.5,44827,24935,0.7275010238,38.958346086,70.037528775,0,-0.094415103,-0.01355413
Misoprostol,Misoprostol,1,Gavis/Lupin,2947058.48,3715249,47989,19181,0.8051557748,61.411125049,153.64467337,0,2358875.97,2993934,38432,17049,0.8025621773,61.377913458,138.35861165,0,1555119.02,1889437.5,26557,15224,0.8418797981,58.557782129,102.14917367,0,1772705.28,2156011.5,31872,16985,0.8518561328,55.619518072,104.36887136,0,288636.65,364159.5,7533,5156,0.8328749881,38.316294969,55.980731187,0,-0.022282101,0.0084978507
Misoprostol,Misoprostol,1,AHP,10293.39,10724,144,64,0.9990908324,71.481875,160.83421875,0,10758.44,10675,138,82,1.0081339648,77.959710145,131.2004878,0,1186.55,1403,22,15,1.0109066933,53.934090909,79.103333333,1,,,,,,,,,419.4,646,14,12,0.9979571142,29.957142857,34.95,1,,-0.000283808
Mitigare,Colchicine,1,Overall,9362495.28,1602950,35334,15140,5.8407905923,264.97128205,618.39466843,0,13048274.71,2200414,48098,18781,5.9299180563,271.28518254,694.7593158,0,36530092.26,5611138,124090,53366,6.5102822743,294.38385253,684.5199614,0,37238471.16,5558217,122467,50711,6.6997152432,304.06943226,734.32728915,0,24983907.97,3708339,74680,27237,6.7372233148,334.54616993,917.27826009,0,0.0055984576,0.0363401566
Mitigare,Colchicine,1,Hikma Specialty,9362495.28,1602950,35334,15140,5.8407905923,264.97128205,618.39466843,0,13048274.71,2200414,48098,18781,5.9299180563,271.28518254,694.7593158,0,36530092.26,5611138,124090,53366,6.5102822743,294.38385253,684.5199614,0,37238471.16,5558217,122467,50711,6.6997152432,304.06943226,734.32728915,0,24983907.97,3708339,74680,27237,6.7372233148,334.54616993,917.27826009,0,0.0055984576,0.0363401566
Mitigo,Morphine Sulfate/PF,1,Overall,4148.29,420,21,,9.8768809524,197.53761905,,1,3622.79,380,19,,9.5336578947,190.67315789,,1,,,,,,,,,10194.04,940,43,19,10.37072093,237.07069767,536.52842105,0,2900.43,300,15,,9.6681,193.362,,1,-0.067750442,-0.005327002
Mitigo,Morphine Sulfate/PF,1,Piramal Critica,4148.29,420,21,,9.8768809524,197.53761905,,1,3622.79,380,19,,9.5336578947,190.67315789,,1,,,,,,,,,10194.04,940,43,19,10.37072093,237.07069767,536.52842105,0,2900.43,300,15,,9.6681,193.362,,1,-0.067750442,-0.005327002
Mitomycin,Mitomycin,6,Overall,1394996.22,3345.2,578,385,499.47128441,2413.4882699,3623.3668052,1,1018821.97,1464.8,434,280,766.09644818,2347.5160599,3638.6498929,0,579850.96,990.8,296,217,697.06094296,1958.9559459,2672.1242396,0,702823.75,1330.77,384,287,629.57906904,1830.2701823,2448.8632404,0,903489.88,1513.74,430,202,721.86653839,2101.1392558,4472.7221782,0,0.1465859872,0.0964443564
Mitomycin,Mitomycin,1,West-Ward/Hikma,98783.66,810,56,26,510.12796315,1763.9939286,3799.3715385,1,49309.85,67,23,14,751.23258696,2143.9065217,3522.1321429,1,28580.06,55,11,,530.52590051,2598.1872727,,1,53361.03,78,21,17,682.86978373,2541.0014286,3138.8841176,1,149963.38,168,53,36,872.3834191,2829.4977358,4165.6494444,0,0.2775252909,0.1435550288
Mitomycin,Mitomycin,1,Meitheal Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267654.11,280.5,116,58,951.90053859,2307.3630172,4614.7260345,0,,
Mitomycin,Mitomycin,1,Fresenius Kabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23834.25,31,13,,665.03376068,1833.4038462,,1,,
Mitomycin,Mitomycin,1,Bluepoint Labor,,,,,,,,,,,,,,,,,,,,,,,,,18258.53,40,13,,589.24475524,1404.5023077,,1,82876.77,169,39,27,689.19007089,2125.0453846,3069.51,1,0.1696159614,0.1696159614
Mitomycin,Mitomycin,1,Archis Pharma L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90992.34,198,27,15,472.84095382,3370.0866667,6066.156,1,,
Mitomycin,Mitomycin,1,Accord Healthca,1296212.56,2535.2,522,310,498.32803918,2483.1658238,4181.3308387,1,969512.12,1397.8,411,229,766.92824577,2358.9102676,4233.6773799,0,551270.9,935.8,285,153,703.48861127,1934.2838596,3603.0777778,0,631204.19,1212.77,350,187,627.87975781,1803.4405429,3375.4234759,0,288169.03,667.24,182,91,579.42456272,1583.3463187,3166.6926374,0,-0.07717273,0.0384136645
Modafinil,Modafinil,11,Overall,47409603.02,15062836.5,298722,61081,3.1386281326,158.7081066,776.17594702,1,46034910.31,15683353,303311,58161,2.9271393981,151.7746152,791.50823249,1,46765082.27,15545253.5,297968,59344,3.0099943425,156.94665961,788.03387487,1,53655432.69,16224762,311103,62473,3.3014854796,172.46838729,858.85794967,1,41700366,17173460,333832,69010,2.4242757798,124.91422632,604.26555572,1,-0.265701517,-0.062523176
Modafinil,Modafinil,1,Viona Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,130646.65,35456,548,417,3.6945049269,238.40629562,313.30131894,1,708920.73,286406,5771,2384,2.4586728212,122.84192168,297.36607802,1,-0.33450547,-0.33450547
Modafinil,Modafinil,1,Rising Pharm,1208363.91,459043,9004,3612,2.6455833985,134.20301088,334.54150332,0,1975003.55,931459.5,17705,5390,2.1239407962,111.55061,366.41995362,0,3306589.02,1339330.5,25209,7355,2.4784118567,131.16700464,449.57022706,1,3701435.43,1325712.5,25566,7211,2.7914278805,144.7796069,513.30403966,1,2989612.76,1381686,28810,8442,2.1574483412,103.76996737,354.13560294,1,-0.227116575,-0.049713111
Modafinil,Modafinil,1,Orchid/Bionphar,1029905.68,346565,7263,2193,2.9735534125,141.80169076,469.63323301,1,2227498.06,735846.5,15071,5074,3.0268263265,147.80028266,439.00237682,1,3373873.64,1119848.5,22650,6267,3.0159375372,148.9568936,538.35545556,1,2820460.36,805062,16638,5508,3.496978808,169.51919461,512.06615105,1,350094.06,157462,3105,1321,2.2247316972,112.75171014,265.02199849,1,-0.363813217,-0.069962469
Modafinil,Modafinil,1,Major Pharmaceu,6718.88,1258,40,21,5.2683124948,167.972,319.94666667,1,4456.78,801,30,13,5.3975521262,148.55933333,342.82923077,1,2020.46,743,21,15,2.5520481608,96.212380952,134.69733333,1,3286.53,934,35,19,3.2676980169,93.900857143,172.97526316,1,1150.23,724,21,19,1.5182089782,54.772857143,60.538421053,1,-0.535388836,-0.267318869
Modafinil,Modafinil,1,"Cephalon,Inc.-T",2272882.49,768104.5,17145,5104,2.9543380019,132.56824089,445.31396748,0,1314178.1,413672,9448,2548,3.1639018118,139.0959039,515.76848509,0,714071.74,206234,4931,1540,3.413737299,144.81276415,463.68294805,1,608211.05,149312.5,3204,905,3.9100608986,189.82866729,672.05640884,1,372060.44,143047,2575,1083,2.6657884225,144.48949126,343.54611265,1,-0.318223298,-0.025366412
Modafinil,Modafinil,1,Bionpharma Inc.,,,,,,,,,,,,,,,,,,,,,,,,,1101160.21,340734,6799,3425,3.2228769081,161.95914252,321.50663066,1,7502108.14,3085279,62455,18392,2.4385989161,120.1202168,407.90061657,1,-0.243347175,-0.243347175
Modafinil,Modafinil,1,Avet Pharmaceut,3951501.61,1308906,23766,7550,3.0385443185,166.2670037,523.37769669,0,4230883.21,1489120.5,29764,7603,2.8402940943,142.14766866,556.47549783,1,4229649.51,1435669.5,28747,7539,2.944766409,147.1335969,561.03588142,1,4634266.22,1485161.5,29783,7826,3.1143024243,155.60105496,592.16281881,1,3684591.93,1560631.5,31639,8396,2.3584783537,116.45728152,438.85087303,1,-0.2426945,-0.061376162
Modafinil,Modafinil,1,Aurobindo Pharm,10071326.5,3465351.5,70558,18655,2.898005201,142.73826497,539.87276869,1,12119943.94,4001578.5,79322,18436,3.0089167146,152.79423035,657.40637557,1,12392013.73,3587982.5,71060,17727,3.4303126742,174.38803448,699.04742652,1,14112375.99,3519867.5,70913,17204,3.9630595931,199.00971599,820.2962096,1,9925651.89,3628670.5,72684,18942,2.7159023515,136.55896607,524.00231707,1,-0.314695556,-0.016093686
Modafinil,Modafinil,1,Apotex Corp,20980982.95,6504026,127861,30535,3.2138430218,164.09212309,687.11259047,1,18928159.17,6448341,120081,27793,2.9251023608,157.62826067,681.04051992,1,16462884.63,5788656.5,107004,25886,2.8459762944,153.85298335,635.97638221,1,18444026.11,5863962.5,107790,26086,3.1369794748,171.11073485,707.04692594,1,9461966.28,3819173.5,69565,22027,2.4661550161,136.01619033,429.56218641,1,-0.21384407,-0.064058018
Modafinil,Modafinil,1,Alembic Pharmac,7883264.66,2209033.5,43061,14759,3.5640725745,183.07202945,534.13270953,1,5234096.01,1662191,31878,8171,3.1392190909,164.19148033,640.56982132,1,6283467.23,2066335,38332,10319,3.032664894,163.92223808,608.92210776,1,8098712.29,2697959.5,49813,12885,2.9918375597,162.58230362,628.53801242,1,6703533.4,3109660.5,57194,15914,2.1550519919,117.20693429,421.23497549,0,-0.279689506,-0.118184348
Modafinil,Modafinil,1,AHP,4656.34,549,24,11,8.6440473756,194.01416667,423.30363636,1,691.49,343,12,,2.03232437,57.624166667,,1,512.31,454,14,,1.1297280819,36.593571429,,1,851.85,600,14,,1.5278030303,60.846428571,,1,676.14,720,13,,0.9468673356,52.010769231,,1,-0.380242533,-0.424701821
Moexipril HCl,Moexipril HCl,2,Overall,2695011.89,3237976,39055,8815,0.8335184889,69.00555345,305.73022008,0,2791342.33,3136945.5,36188,7957,0.8896822636,77.134473582,350.80335931,0,2337922.67,2915451.5,32352,7395,0.8062824836,72.265166605,316.14911021,0,2138858.6,2716619,29478,6918,0.7923344613,72.557792252,309.17296907,0,1753233.88,2288715.5,24781,5997,0.7662866956,70.749117469,292.35182258,0,-0.03287471,-0.020805395
Moexipril HCl,Moexipril HCl,1,Teva USA,1753931.67,2126430,24505,7027,0.8249874752,71.574440726,249.59892842,0,1745365.06,1961973,21603,6171,0.8894780768,80.792716752,282.83342408,0,1014784.69,1372744,13968,3846,0.7394033297,72.65067941,263.85457358,0,905217.82,1252414,12325,3706,0.7229366052,73.445664909,244.25737183,0,193629.77,236787.5,2699,1758,0.8174542184,71.741300482,110.14207622,0,0.1307412192,-0.002290699
Moexipril HCl,Moexipril HCl,1,Glenmark Pharma,941080.22,1111546,14550,4893,0.8478863579,64.679052921,192.33194768,0,1045977.27,1174972.5,14585,4202,0.8899847009,71.715959547,248.92367206,0,1323137.98,1542707.5,18384,4331,0.857096671,71.972257398,305.50403602,0,1233640.78,1464205,17153,4546,0.842199125,71.919826269,271.36840739,0,1559604.11,2051928,22082,5730,0.7600326813,70.627846662,272.18221815,0,-0.097561778,-0.02697577
Molindone HCl,Molindone HCl,1,Overall,20772.78,3595,62,20,5.8383522593,335.04483871,1038.639,0,47072.39,5554,67,17,8.0991169996,702.57298507,2768.9641176,1,186063.05,19805.5,216,41,9.6260533176,861.40300926,4538.1231707,0,158013.46,15330.5,155,23,10.886659925,1019.4416774,6870.1504348,0,140065.38,13478,143,30,11.227303958,979.47818182,4668.846,0,0.0312900409,0.1775959312
Molindone HCl,Molindone HCl,1,Epic Pharma LLC,20772.78,3595,62,20,5.8383522593,335.04483871,1038.639,0,47072.39,5554,67,17,8.0991169996,702.57298507,2768.9641176,1,186063.05,19805.5,216,41,9.6260533176,861.40300926,4538.1231707,0,158013.46,15330.5,155,23,10.886659925,1019.4416774,6870.1504348,0,140065.38,13478,143,30,11.227303958,979.47818182,4668.846,0,0.0312900409,0.1775959312
Mometasone Furoate*,Mometasone Furoate,10,Overall,56668387.54,33615609.213,883320,491925,2.1623593087,64.153859915,115.19721002,0,54500266.43,34122562.174,863544,461777,2.0075353149,63.112321352,118.02291242,0,55211838.88,35110591.15,890300,473062,1.9551647364,62.014870134,116.71163374,0,59342614.63,36548546.665,918365,481142,2.0193448605,64.617678842,123.33700785,0,54728321.13,37150601.027,928670,490025,1.7611801782,58.931936134,111.68475308,0,-0.127845762,-0.050010113
Mometasone Furoate*,Mometasone Furoate,1,Taro Pharm USA,4452.31,8550,157,103,0.5207380117,28.35866242,43.22631068,0,3260.5,7410,113,88,0.4400134953,28.853982301,37.051136364,0,2587.7,5880,85,56,0.440085034,30.443529412,46.208928571,0,3370.11,6270,91,56,0.5374976077,37.034175824,60.180535714,0,3695.03,6420,99,66,0.5755498442,37.323535354,55.98530303,0,0.0707951739,0.0253353133
Mometasone Furoate*,Mometasone Furoate,1,Perrigo/Padagis,859795.03,1508389.85,36335,24370,0.5687403333,23.662997936,35.28087936,0,3529744.88,6070123.8,147964,97290,0.5835690239,23.85543024,36.280654538,0,4262478.86,6822811.349,168804,109200,0.6254092267,25.251053648,39.033689194,0,3139071.47,4578039.753,115287,77570,0.6863287685,27.228321233,40.467596622,0,3686665.23,7093504.45,171919,113299,0.5197708276,21.444198896,32.539256569,0,-0.242679527,-0.022257557
Mometasone Furoate*,Mometasone Furoate,1,Padagis,2811694.87,5512698.166,95337,61213,0.5100396912,29.492168518,45.932969631,0,3034328.38,6122948.7,104206,62867,0.4955665201,29.118557281,48.265837085,0,2553262.07,5078642.851,89492,55048,0.5027449547,28.530618044,46.382467483,0,3007085.03,5636627,99112,60787,0.5334901582,30.340271915,49.469212661,0,2952895.26,6208274.5,112869,70796,0.4756386432,26.162146028,41.709916662,0,-0.108439704,-0.017306034
Mometasone Furoate*,Mometasone Furoate,1,Northstar Rx Ll,,,,,,,,,438076.77,713856,17035,11820,0.6136766659,25.71627649,37.062332487,0,762777.31,1205869.4,29237,19685,0.6325538321,26.089452064,38.749164846,0,798596.97,1214691.6,29915,20362,0.657448335,26.695536353,39.219967096,0,316201.21,527999,13492,10108,0.5988670622,23.43619997,31.282272457,0,-0.089103994,-0.008109785
Mometasone Furoate*,Mometasone Furoate,1,"Gsms, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,1381.3,561,19,17,2.4622103387,72.7,81.252941176,1,2495.78,969,38,11,2.575624355,65.678421053,226.88909091,0,0.0460618715,0.0460618715
Mometasone Furoate*,Mometasone Furoate,1,Glenmark Pharma,6244408.44,10053211.537,243842,156589,0.622999625,25.608420371,39.877695368,0,3278071.57,6253058.84,146904,95589,0.5256891238,22.314379254,34.293397462,0,3527996.29,7371868.55,165258,103712,0.4811059193,21.34841454,34.017242846,0,4848715.29,9233614.402,202468,125160,0.52885988,23.948057421,38.740134947,0,1389694.93,2839526,61972,46067,0.5024877056,22.424561576,30.166820718,0,-0.04986609,-0.052325022
Mometasone Furoate*,Mometasone Furoate,1,Fougera/Sandoz,44844.06,85148.4,2002,1244,0.5272486208,22.39963037,36.048279743,0,26417.32,53896.2,1258,772,0.4861512134,20.999459459,34.219326425,0,22966.75,44145.65,1081,653,0.5165435248,21.245837188,35.171133231,0,20596.35,38263.95,894,595,0.5347973339,23.038422819,34.615714286,0,13246.94,25525.45,590,371,0.5174817699,22.452440678,35.706037736,0,-0.032377805,-0.004663568
Mometasone Furoate*,Mometasone Furoate,1,Cosette Pharmac,5315478.3,8223359.66,201578,139898,0.6498215792,26.369337428,37.995384494,0,4000391.28,6795388.164,166956,113759,0.5909640142,23.960751815,35.165492664,0,3594900.77,6474974.15,156071,110241,0.5601970115,23.033752395,32.609471703,0,4513798.88,7580848.96,185453,128029,0.5963244341,24.339314435,35.256066048,0,6263524.32,11423783.417,274516,184445,0.549492303,22.816609305,33.95876451,0,-0.078534651,-0.041059036
Mometasone Furoate*,Mometasone Furoate,1,Apotex Corp,26304631.86,4822748.7,204314,86827,5.4542820902,128.7461058,302.95451714,0,30923818.03,5838063.47,221457,84610,5.2969307698,139.63802467,365.48656223,0,27018921.51,5071264.9,180230,66584,5.3278466108,149.91356328,405.78699853,0,31203843.1,5983588,201624,74095,5.2149050202,154.76254365,421.1329118,0,29487104.99,6604255.11,205719,74275,4.4648646212,143.3368089,396.99905742,0,-0.143826282,-0.048809126
Mometasone Furoate*,Mometasone Furoate,1,Amneal Pharmace,15083082.67,3401502.9,99755,43330,4.4342407205,151.20126981,348.0979153,0,9266157.7,2267817,57651,23343,4.0859371369,160.72848173,396.95659084,0,13465947.62,3035134.3,100042,40716,4.4366892167,134.60294296,330.72864771,0,11806156.13,2276042,83502,35220,5.1871433524,141.38770485,335.21170159,0,10612797.44,2420344.1,87456,34156,4.3848300083,121.35013538,310.71546551,0,-0.154673447,-0.002797465
Monjuvi,Tafasitamab-Cxix,1,Overall,,,,,,,,,,,,,,,,,808990.23,637,44,,1270.0003611,18386.141591,,0,312554.68,238,20,,1313.254958,15627.734,,1,1179803.79,854,69,16,1381.503267,17098.605652,73737.736875,0,0.0519688188,0.0429753299
Monjuvi,Tafasitamab-Cxix,1,Morphosys US In,,,,,,,,,,,,,,,,,808990.23,637,44,,1270.0003611,18386.141591,,0,312554.68,238,20,,1313.254958,15627.734,,1,1179803.79,854,69,16,1381.503267,17098.605652,73737.736875,0,0.0519688188,0.0429753299
Mono-Linyah,Norgestimate-Ethinyl Estradiol,1,Overall,161066.28,357299,8756,1929,0.4507884993,18.394961169,83.497293935,0,181608.96,356606,8304,1880,0.5092706236,21.870057803,96.600510638,0,154578.33,318370,6955,1662,0.485530452,22.225496765,93.007418773,0,108808.66,197689,4220,1040,0.5504032091,25.784042654,104.62371154,0,83596.45,166244,3521,826,0.5028539376,23.742246521,101.20635593,0,-0.086389888,0.0277021306
Mono-Linyah,Norgestimate-Ethinyl Estradiol,1,Northstar Rx Ll,161066.28,357299,8756,1929,0.4507884993,18.394961169,83.497293935,0,181608.96,356606,8304,1880,0.5092706236,21.870057803,96.600510638,0,154578.33,318370,6955,1662,0.485530452,22.225496765,93.007418773,0,108808.66,197689,4220,1040,0.5504032091,25.784042654,104.62371154,0,83596.45,166244,3521,826,0.5028539376,23.742246521,101.20635593,0,-0.086389888,0.0277021306
Monoject,"Syringe-Needle,Insulin,0.5 Ml",1,Overall,744.59,6296,71,36,0.1182639771,10.487183099,20.683055556,0,700.16,5942,81,35,0.1178323797,8.6439506173,20.004571429,0,679.63,5812,73,26,0.1169356504,9.31,26.139615385,0,663.33,5746,67,23,0.1154420466,9.9004477612,28.840434783,0,646.94,5800,59,23,0.1115413793,10.965084746,28.127826087,0,-0.033788965,-0.014524384
Monoject,"Syringe-Needle,Insulin,0.5 Ml",1,Covidien/Kendal,744.59,6296,71,36,0.1182639771,10.487183099,20.683055556,0,700.16,5942,81,35,0.1178323797,8.6439506173,20.004571429,0,679.63,5812,73,26,0.1169356504,9.31,26.139615385,0,663.33,5746,67,23,0.1154420466,9.9004477612,28.840434783,0,646.94,5800,59,23,0.1115413793,10.965084746,28.127826087,0,-0.033788965,-0.014524384
Monoject Insulin Safety Syrng,"Syringe With Needle, Insulin",1,Overall,424929.7,1221329,12673,3021,0.3479240237,33.530316421,140.65862297,0,369108.56,1149242.7,11710,2447,0.3211754662,31.520799317,150.84125868,0,263987.68,830390,8402,1861,0.3179080673,31.419623899,141.85259538,0,180596.5,562594,5974,1541,0.3210068006,30.230415132,117.19435432,0,87710.76,267789,3077,942,0.3275368294,28.505284368,93.111210191,0,0.0203423377,-0.014982535
Monoject Insulin Safety Syrng,"Syringe With Needle, Insulin",1,Sherwood,424929.7,1221329,12673,3021,0.3479240237,33.530316421,140.65862297,0,369108.56,1149242.7,11710,2447,0.3211754662,31.520799317,150.84125868,0,263987.68,830390,8402,1861,0.3179080673,31.419623899,141.85259538,0,180596.5,562594,5974,1541,0.3210068006,30.230415132,117.19435432,0,87710.76,267789,3077,942,0.3275368294,28.505284368,93.111210191,0,0.0203423377,-0.014982535
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",3,Overall,35005.38,141034,1244,503,0.2561221519,28.13937299,69.593200795,0,27479.8,113990,1044,444,0.2463345192,26.32164751,61.891441441,0,20124.44,89417,862,357,0.2262623336,23.346218097,56.370980392,0,13000.07,61249,687,237,0.2128044933,18.922954876,54.852616034,0,7177.38,35581,418,142,0.1994316245,17.17076555,50.544929577,0,-0.062841102,-0.060629925
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,Sherwood,12712.21,32869,371,125,0.3807507535,34.264716981,101.69768,0,10877.51,31927,375,127,0.3304691751,29.006693333,85.649685039,0,9322.69,32257,333,122,0.288018118,27.996066066,76.415491803,0,7202.68,27925,332,103,0.256879223,21.694819277,69.928932039,0,3668.38,15894,182,67,0.2291152492,20.155934066,54.751940299,0,-0.108081819,-0.119248673
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,Covidien,2635.49,17933,181,71,0.1469631406,14.560718232,37.119577465,0,2826.52,19279,186,71,0.1466113388,15.196344086,39.810140845,0,3515.13,23922,233,87,0.1469413093,15.08639485,40.403793103,0,3700.05,24065,268,88,0.1537523374,13.806156716,42.046022727,0,2112.59,13665,169,51,0.1545986096,12.500532544,41.423333333,0,0.0055041255,0.0127430928
Monoject Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",1,Can-Am/Access C,19657.68,90232,692,310,0.2178570795,28.407052023,63.411870968,0,13775.77,62784,483,248,0.2194152969,28.52126294,55.547459677,0,7286.62,33238,296,148,0.2192255852,24.616959459,49.233918919,0,2097.34,9259,87,46,0.2265190625,24.107356322,45.594347826,0,1396.41,6022,67,24,0.2318847559,20.841940299,58.18375,0,0.0236876018,0.0157226344
Monoject Insulin Syringe,"Syringe And Needle,Insulin,1ml",4,Overall,110049.34,646720,6620,2461,0.1630598836,16.623767372,44.71732629,0,94986.21,560842,5667,2092,0.1644256906,16.761286395,45.404498088,0,78607.89,506193,4796,1837,0.1583490918,16.390302335,42.791448013,0,29628.13,195252,2424,1058,0.1530220706,12.222825908,28.003903592,0,14568.45,98322,1447,630,0.1542476893,10.068037319,23.12452381,0,0.0080094243,-0.013793445
